45630.5538425926,.15755,1.863846E-02,2.554517E-02,8.84511E-03,12.84275,1.432583E-02,1.522057E-02,1.353073E-03,1.682933E-03,1.777747E-02,2.392027E-02,8.64685E-03,.8813874,1.379204E-02,1.459486E-02,1.279456E-03,4.408887E-04,2.791691E-03,3.783937E-03,1.339579E-03,1.892581,2.13883E-03,2.253356E-03,1.884324E-04,6.493207E-05,2.664811E-03,3.544482E-03,1.310362E-03,.1298909,2.060168E-03,2.161148E-03,1.884324E-04,6.493207E-05,
45630.5538541667,.32705,.2397681,7.756938E-03,.7560338,3.810138,.1904528,1.650651E-02,2.074693E-04,8.295999E-03,.1547306,7.603162E-03,.3088694,.6052901,.1308791,1.577331E-02,1.650911E-04,3.306666E-03,3.537853E-02,1.162567E-03,.1114493,.5614872,2.809384E-02,2.442859E-03,2.431385E-05,4.869905E-04,2.284695E-02,1.139906E-03,4.555276E-02,8.920374E-02,1.931474E-02,2.334811E-03,2.431385E-05,4.869905E-04,
45630.5538657407,.1745,8.148474E-03,7.835423E-03,1.202533E-02,4.675162E-03,7.099366E-03,8.278233E-03,8.414955E-05,1.469301E-03,7.992721E-03,7.678471E-03,1.165328E-02,4.611542E-03,6.970616E-03,8.090831E-03,8.254553E-05,1.459342E-03,1.245831E-03,1.174133E-03,1.808233E-03,6.939126E-04,1.073899E-03,1.230296E-03,1.215693E-05,2.149252E-04,1.222879E-03,1.151004E-03,1.753405E-03,6.845371E-04,1.054926E-03,1.20268E-03,1.215693E-05,2.149252E-04,
45630.5538773148,.1745,.0184904,2.021146E-02,1.981357E-02,1.010516E-02,1.051942E-02,2.381071E-02,2.601026E-04,1.758361E-03,1.764302E-02,1.917877E-02,1.880521E-02,9.811314E-03,1.023192E-02,2.232029E-02,2.476366E-04,1.732693E-03,2.769872E-03,2.997933E-03,2.95595E-03,1.494106E-03,1.577897E-03,3.519245E-03,3.647078E-05,2.55183E-04,2.644998E-03,2.845749E-03,2.807352E-03,1.450803E-03,1.535529E-03,3.299609E-03,3.647078E-05,2.55183E-04,
45630.5538888889,.5135,1.080022E-02,8.213234E-03,1.933508E-02,8.431488E-03,9.054715E-03,8.576367E-03,2.788368E-04,1.789836E-03,1.051737E-02,8.040548E-03,1.837408E-02,8.225864E-03,8.842601E-03,8.375226E-03,2.724002E-04,1.767964E-03,1.636607E-03,1.229809E-03,2.885437E-03,1.247465E-03,1.36205E-03,1.274231E-03,4.011786E-05,2.603776E-04,1.594924E-03,1.204362E-03,2.743819E-03,1.217163E-03,1.330792E-03,1.244589E-03,4.011786E-05,2.603776E-04,
45630.553900463,.42875,1.246679E-02,9.115837E-03,1.966392E-02,1.089532E-02,9.511194E-03,7.600183E-03,4.663317E-04,1.840975E-03,1.208591E-02,8.90264E-03,1.867048E-02,1.055463E-02,9.276763E-03,7.442281E-03,4.540004E-04,1.812053E-03,1.882201E-03,1.362822E-03,2.933896E-03,1.610549E-03,1.429319E-03,1.130375E-03,6.68631E-05,2.668708E-04,1.826073E-03,1.331404E-03,2.787498E-03,1.560342E-03,1.394772E-03,1.107106E-03,6.68631E-05,2.668708E-04,
45630.553912037,.53045,1.480054E-02,1.260363E-02,1.414817E-02,8.10595E-03,1.154853E-02,1.035379E-02,4.229475E-04,1.793454E-03,1.425946E-02,1.219583E-02,1.363172E-02,7.915725E-03,1.120155E-02,1.006107E-02,4.086004E-04,1.772373E-03,2.226116E-03,1.876802E-03,2.121066E-03,1.199492E-03,1.729552E-03,1.536161E-03,6.017679E-05,2.610269E-04,2.146378E-03,1.816706E-03,2.044959E-03,1.171459E-03,1.678418E-03,1.493025E-03,6.017679E-05,2.610269E-04,
45630.5539236111,.59825,1.256247E-02,1.009549E-02,1.590075E-02,.0102848,9.678853E-03,9.264568E-03,4.287905E-04,1.767764E-03,1.217554E-02,9.833699E-03,1.524843E-02,9.980598E-03,9.435955E-03,9.029923E-03,4.168549E-04,1.741511E-03,1.896301E-03,1.507189E-03,2.379335E-03,1.520579E-03,1.454026E-03,1.375648E-03,6.139248E-05,2.564817E-04,1.839281E-03,1.46861E-03,2.283207E-03,1.47575E-03,1.418232E-03,1.341069E-03,6.139248E-05,2.564817E-04,
45630.5539351852,.76775,1.110862E-02,8.033229E-03,1.114839E-02,5.708996E-03,9.22196E-03,6.816229E-03,3.211408E-04,1.733841E-03,1.080867E-02,7.868131E-03,1.082942E-02,5.614167E-03,9.001793E-03,6.689378E-03,3.13673E-04,1.719466E-03,1.682054E-03,1.203283E-03,1.679002E-03,8.462638E-04,1.386696E-03,1.014848E-03,4.619632E-05,2.532351E-04,1.637852E-03,1.178953E-03,1.631997E-03,8.322892E-04,1.354251E-03,9.96154E-04,4.619632E-05,2.532351E-04,
45630.5539467593,1.1237,1.158406E-02,8.321319E-03,1.108227E-02,5.937056E-03,9.861926E-03,7.089274E-03,3.257002E-04,1.801131E-03,1.125682E-02,.008144,1.076714E-02,5.834529E-03,9.60962E-03,6.951982E-03,3.178003E-04,.0017856,1.752118E-03,1.245738E-03,1.669259E-03,8.79872E-04,1.481005E-03,1.055085E-03,4.680417E-05,2.629749E-04,1.703894E-03,1.219607E-03,1.62282E-03,8.647629E-04,1.443824E-03,1.034853E-03,4.680417E-05,2.629749E-04,
45630.5539583333,1.3271,1.139374E-02,8.573758E-03,1.158284E-02,6.156956E-03,9.739857E-03,7.13671E-03,3.764896E-04,2.006351E-03,1.107756E-02,8.385385E-03,1.123806E-02,6.046729E-03,9.493844E-03,6.997563E-03,3.673276E-04,1.988408E-03,1.724071E-03,1.282938E-03,1.743026E-03,9.122776E-04,1.463016E-03,1.062075E-03,5.409832E-05,2.928436E-04,1.677477E-03,1.255179E-03,1.692216E-03,8.960339E-04,1.426762E-03,1.04157E-03,5.409832E-05,2.928436E-04,
45630.5539699074,1.8356,1.160786E-02,8.555716E-03,1.145436E-02,6.193634E-03,9.892455E-03,7.437925E-03,3.385068E-04,2.211108E-03,1.127923E-02,8.368144E-03,1.111731E-02,6.082096E-03,9.638564E-03,7.28672E-03,3.301821E-04,2.191217E-03,1.755625E-03,1.280279E-03,1.724092E-03,9.176826E-04,1.485504E-03,1.106464E-03,4.862771E-05,3.227124E-04,1.707196E-03,1.252638E-03,1.674422E-03,9.012457E-04,1.448089E-03,1.084181E-03,4.862771E-05,3.227124E-04,
45630.5539814815,2.1407,1.160786E-02,8.573758E-03,1.140043E-02,6.46755E-03,1.093346E-02,7.209371E-03,1.946461E-04,2.354418E-03,1.127923E-02,8.385385E-03,.0110666,6.345986E-03,1.062266E-02,7.06736E-03,1.898547E-04,2.332302E-03,1.755625E-03,1.282938E-03,1.716144E-03,9.580484E-04,1.638912E-03,1.072783E-03,2.796093E-05,3.434907E-04,1.707196E-03,1.255179E-03,1.666949E-03,9.401341E-04,1.593111E-03,1.051855E-03,2.796093E-05,3.434907E-04,
45630.5539930556,2.70005,1.270607E-02,8.645946E-03,1.146464E-02,6.298066E-03,9.572144E-03,7.273159E-03,3.009032E-04,2.39833E-03,1.230999E-02,8.454353E-03,1.112697E-02,6.182755E-03,9.334651E-03,7.128609E-03,2.930366E-04,2.37639E-03,1.917463E-03,1.293576E-03,1.725607E-03,9.330723E-04,1.438301E-03,1.082183E-03,4.315709E-05,3.499839E-04,1.859094E-03,1.265342E-03,1.675846E-03,9.160794E-04,1.403303E-03,1.060882E-03,4.315709E-05,3.499839E-04,
45630.5540046296,3.4289,1.222781E-02,9.242545E-03,.0125958,6.849499E-03,1.041223E-02,8.052303E-03,3.348604E-04,2.551673E-03,1.186183E-02,9.023333E-03,1.218714E-02,6.713256E-03,1.013061E-02,7.875003E-03,3.260548E-04,2.526293E-03,1.846984E-03,1.381494E-03,.0018923,1.014334E-03,1.562101E-03,1.197002E-03,4.801986E-05,3.720607E-04,1.793051E-03,1.34919E-03,1.832078E-03,9.942569E-04,.0015206,1.170874E-03,4.801986E-05,3.720607E-04,
45630.5540162037,3.64925,.0120607,9.35122E-03,1.175515E-02,6.374313E-03,1.007574E-02,7.565686E-03,4.280789E-04,2.727904E-03,1.170498E-02,9.126783E-03,1.139986E-02,6.256209E-03,9.812228E-03,7.409219E-03,4.168549E-04,2.702648E-03,1.822358E-03,1.397509E-03,1.768417E-03,9.443085E-04,1.512514E-03,1.125291E-03,6.139248E-05,3.980336E-04,1.769937E-03,1.364435E-03,1.716061E-03,9.26904E-04,1.473681E-03,1.102234E-03,6.139248E-05,3.980336E-04,
45630.5540277778,3.95435,1.204473E-02,8.66436E-03,1.236543E-02,7.075923E-03,1.032292E-02,7.478233E-03,3.009623E-04,2.815581E-03,1.168998E-02,8.471942E-03,1.197175E-02,6.930595E-03,1.004617E-02,7.325378E-03,2.933463E-04,2.786655E-03,1.820004E-03,1.29629E-03,1.858352E-03,1.047701E-03,1.54894E-03,1.112404E-03,4.320269E-05,4.104058E-04,1.767726E-03,1.267934E-03,1.800338E-03,1.026285E-03,1.508156E-03,1.089878E-03,4.320269E-05,4.104058E-04,
45630.5540393519,3.92045,.0114488,8.574118E-03,1.122846E-02,6.244477E-03,9.803278E-03,7.945807E-03,3.133904E-04,2.745522E-03,1.112944E-02,8.385729E-03,.0109048,6.13111E-03,9.554005E-03,7.773173E-03,3.057412E-04,2.720621E-03,1.732185E-03,1.282991E-03,1.690802E-03,9.251751E-04,1.472362E-03,1.181308E-03,4.502816E-05,4.006805E-04,1.685122E-03,1.255229E-03,1.643106E-03,9.084687E-04,1.435628E-03,1.155868E-03,4.502816E-05,4.006805E-04,
45630.5540509259,4.25945,1.302612E-02,9.152415E-03,1.177808E-02,6.552267E-03,1.050668E-02,7.755057E-03,3.864984E-04,2.822318E-03,1.260926E-02,8.937489E-03,1.142138E-02,6.427518E-03,1.021987E-02,7.590632E-03,3.759791E-04,2.79546E-03,1.964628E-03,1.368212E-03,1.771796E-03,9.705328E-04,1.576019E-03,1.153198E-03,5.537247E-05,4.117025E-04,1.903197E-03,1.33654E-03,1.719232E-03,9.52149E-04,1.533754E-03,1.128968E-03,5.537247E-05,4.117025E-04,
45630.5540625,4.9205,1.333835E-02,9.823274E-03,1.267014E-02,7.101438E-03,1.081333E-02,8.123326E-03,3.402239E-04,3.006956E-03,1.290074E-02,9.575463E-03,.0122566,6.955069E-03,1.050938E-02,7.94288E-03,3.30531E-04,2.975954E-03,2.01064E-03,1.467074E-03,1.903256E-03,1.051462E-03,1.621209E-03,1.207468E-03,4.867909E-05,4.382848E-04,1.946151E-03,1.430555E-03,1.842314E-03,1.029892E-03,1.576418E-03,1.180877E-03,4.867909E-05,4.382848E-04,
45630.5540740741,5.3612,1.309813E-02,9.841438E-03,.0129417,6.900251E-03,.0112435,8.565644E-03,3.783872E-04,3.263992E-03,1.267653E-02,9.592705E-03,1.251006E-02,6.761996E-03,.0109147,8.365005E-03,3.677158E-04,3.231287E-03,1.975239E-03,1.46975E-03,1.943274E-03,1.021813E-03,.0016846,1.272651E-03,5.415549E-05,4.758892E-04,1.913109E-03,1.433096E-03,1.879665E-03,1.00144E-03,1.636147E-03,1.243083E-03,5.415549E-05,4.758892E-04,
45630.5540856481,5.61545,.0127144,9.405975E-03,1.284079E-02,6.939903E-03,1.155136E-02,8.044241E-03,3.779745E-04,3.259733E-03,1.231778E-02,9.178885E-03,1.241591E-02,6.800067E-03,.0112042,7.867296E-03,3.677158E-04,3.226885E-03,1.918691E-03,1.405578E-03,1.928404E-03,1.027657E-03,1.729969E-03,1.195814E-03,5.415549E-05,4.752408E-04,1.860243E-03,1.372113E-03,1.865792E-03,1.00705E-03,1.67881E-03,1.169738E-03,5.415549E-05,4.752408E-04,
45630.5540972222,6.02225,1.386791E-02,1.087966E-02,1.369896E-02,7.874351E-03,1.232324E-02,8.803688E-03,4.560078E-04,3.455655E-03,1.339401E-02,1.057553E-02,1.321492E-02,7.694729E-03,1.192798E-02,8.591755E-03,4.420853E-04,3.416184E-03,2.088678E-03,1.622749E-03,2.054868E-03,1.165362E-03,1.843718E-03,1.30773E-03,6.510829E-05,5.031198E-04,2.018842E-03,1.57793E-03,1.983538E-03,1.138892E-03,1.785469E-03,1.276498E-03,6.510829E-05,5.031198E-04,
45630.5541087963,6.66635,.0161227,1.151996E-02,1.418551E-02,7.811708E-03,1.238513E-02,1.011929E-02,3.508014E-04,4.408231E-03,1.547922E-02,1.117902E-02,1.366632E-02,7.634903E-03,1.198588E-02,9.839593E-03,3.387943E-04,4.358276E-03,2.420956E-03,1.717107E-03,2.126569E-03,1.156131E-03,1.852838E-03,1.501604E-03,4.989607E-05,6.418668E-04,2.326129E-03,1.666863E-03,2.050058E-03,1.130076E-03,1.794002E-03,1.460387E-03,4.989607E-05,6.418668E-04,
45630.5541203704,6.86975,1.418152E-02,1.056943E-02,1.488763E-02,8.51917E-03,1.333143E-02,9.730384E-03,4.304397E-04,4.515271E-03,.0136855,1.028241E-02,1.431567E-02,8.309299E-03,1.286888E-02,9.471659E-03,4.172954E-04,4.459529E-03,2.134892E-03,1.577031E-03,2.230036E-03,1.260386E-03,1.992289E-03,1.444293E-03,6.145736E-05,6.567789E-04,2.061796E-03,1.534734E-03,2.145749E-03,1.229458E-03,1.924126E-03,1.406166E-03,6.145736E-05,6.567789E-04,
45630.5541319444,7.5308,1.519821E-02,.0111904,1.426369E-02,8.522028E-03,1.274137E-02,9.62802E-03,3.28868E-04,4.345911E-03,.0146272,1.086865E-02,1.373874E-02,8.312019E-03,1.231881E-02,9.374684E-03,3.181361E-04,4.292241E-03,2.284718E-03,1.668541E-03,2.138089E-03,1.260807E-03,1.905336E-03,1.429208E-03,4.685363E-05,6.321416E-04,2.200571E-03,1.621126E-03,2.06073E-03,1.229859E-03,1.843065E-03,1.391875E-03,4.685363E-05,6.321416E-04,
45630.5541435185,7.5986,1.478605E-02,1.139173E-02,.0142272,8.47344E-03,1.218407E-02,1.027478E-02,4.013634E-04,4.497144E-03,1.424603E-02,1.105832E-02,1.370495E-02,8.26579E-03,.0117977,9.986482E-03,3.88374E-04,4.441919E-03,2.223979E-03,1.69821E-03,2.132713E-03,1.253647E-03,1.823208E-03,1.524517E-03,5.719793E-05,6.541855E-04,.0021444,1.649077E-03,2.05575E-03,1.223047E-03,1.766271E-03,1.482033E-03,5.719793E-05,6.541855E-04,
45630.5541550926,7.8359,1.430227E-02,1.025969E-02,1.581293E-02,1.013012E-02,1.283442E-02,9.151584E-03,4.13289E-04,4.539156E-03,.0137976,9.989284E-03,1.516778E-02,9.834847E-03,1.240567E-02,8.92261E-03,4.007689E-04,4.472736E-03,2.152687E-03,1.531387E-03,2.366395E-03,1.497784E-03,1.919047E-03,1.358998E-03,5.90234E-05,6.587239E-04,2.078317E-03,1.491538E-03,2.271321E-03,1.454271E-03,1.855864E-03,1.325255E-03,5.90234E-05,6.587239E-04,
45630.5541666667,8.02235,.0144231,1.128189E-02,1.445144E-02,8.344891E-03,1.250896E-02,1.072841E-02,3.925785E-04,4.166549E-03,1.390971E-02,1.095487E-02,1.391254E-02,8.143419E-03,1.210168E-02,1.041431E-02,3.801107E-04,4.116149E-03,2.170494E-03,1.682023E-03,2.165757E-03,1.234703E-03,1.871087E-03,1.591368E-03,5.598096E-05,6.062076E-04,2.094838E-03,1.633831E-03,2.086343E-03,1.205013E-03,1.811067E-03,1.54508E-03,5.598096E-05,6.062076E-04,
45630.5541782407,8.852901,1.483449E-02,1.221757E-02,1.377173E-02,7.974057E-03,1.261739E-02,1.067392E-02,3.505285E-04,4.146495E-03,1.429088E-02,1.183423E-02,1.328251E-02,7.789906E-03,1.220301E-02,1.036297E-02,3.387943E-04,4.09854E-03,2.231118E-03,1.819909E-03,2.065592E-03,1.180055E-03,1.887064E-03,1.583337E-03,4.989607E-05,6.036141E-04,2.151009E-03,1.763419E-03,1.993498E-03,1.152918E-03,1.825999E-03,1.537514E-03,4.989607E-05,6.036141E-04,
45630.5541898148,9.4292,1.355481E-02,1.051473E-02,.0130841,8.233558E-03,1.118198E-02,9.223646E-03,4.513403E-04,4.009936E-03,1.310254E-02,1.023068E-02,1.264282E-02,8.037365E-03,1.085679E-02,8.991063E-03,4.379536E-04,3.962069E-03,2.042538E-03,1.568971E-03,1.964259E-03,1.218297E-03,1.675536E-03,1.369617E-03,6.44998E-05,5.835153E-04,1.975888E-03,1.527111E-03,1.89923E-03,1.189385E-03,1.627614E-03,1.335343E-03,6.44998E-05,5.835153E-04,
45630.5542013889,9.54785,1.369925E-02,1.098928E-02,1.511002E-02,1.267816E-02,1.164382E-02,9.29874E-03,4.17619E-04,3.977218E-03,1.323706E-02,1.067898E-02,1.452085E-02,1.221971E-02,1.129106E-02,9.062368E-03,4.049005E-04,3.904839E-03,2.063824E-03,1.638902E-03,2.26281E-03,1.873277E-03,1.743594E-03,1.380684E-03,5.963189E-05,5.750867E-04,1.995713E-03,1.593176E-03,2.175986E-03,1.805717E-03,1.691609E-03,1.345851E-03,5.963189E-05,5.750867E-04,
45630.554212963,9.6326,1.598695E-02,1.077056E-02,1.239332E-02,7.45005E-03,.0115696,8.36803E-03,3.978164E-04,4.021619E-03,1.535437E-02,.0104725,1.199784E-02,7.28909E-03,1.122134E-02,8.17654E-03,3.846488E-04,3.978136E-03,2.400951E-03,1.606671E-03,1.862462E-03,1.102835E-03,1.732657E-03,1.243529E-03,5.664931E-05,5.858815E-04,2.30773E-03,1.562747E-03,1.804182E-03,1.079115E-03,1.681336E-03,1.21531E-03,5.664931E-05,5.858815E-04,
45630.554224537,9.7343,1.382878E-02,1.051517E-02,1.342017E-02,8.007533E-03,1.163126E-02,9.41245E-03,4.093426E-04,4.469615E-03,1.335762E-02,.0102311,1.295575E-02,7.821849E-03,1.127926E-02,9.170283E-03,3.970568E-04,4.417709E-03,2.082912E-03,1.569036E-03,2.013784E-03,1.184988E-03,1.741743E-03,1.39744E-03,5.84767E-05,6.506198E-04,2.013478E-03,1.527173E-03,1.945345E-03,1.157625E-03,1.689871E-03,1.361753E-03,5.84767E-05,6.506198E-04,
45630.5542361111,9.88685,1.380467E-02,1.196077E-02,1.418944E-02,8.772698E-03,.0121716,9.802642E-03,4.015669E-04,4.069407E-03,1.333518E-02,1.159331E-02,1.366996E-02,8.550315E-03,1.178602E-02,9.540081E-03,3.887848E-04,4.017697E-03,2.079358E-03,1.782066E-03,2.127148E-03,1.297747E-03,1.82137E-03,1.454941E-03,5.725844E-05,5.917079E-04,2.010172E-03,1.727916E-03,2.050595E-03,1.264976E-03,1.764549E-03,1.416249E-03,5.725844E-05,5.917079E-04,
45630.5542476852,10.5479,.0138529,9.69658E-03,1.424153E-02,9.987231E-03,1.245009E-02,8.826474E-03,4.302087E-04,4.183568E-03,1.338005E-02,9.455152E-03,1.371822E-02,9.700096E-03,1.204664E-02,8.613444E-03,4.177369E-04,4.123195E-03,2.086465E-03,1.448403E-03,2.134825E-03,1.476727E-03,1.862411E-03,1.311088E-03,6.152237E-05,6.072451E-04,2.016784E-03,1.412825E-03,2.057707E-03,1.434414E-03,1.802955E-03,1.279695E-03,6.152237E-05,6.072451E-04,
45630.5542592593,11.17505,1.322688E-02,1.181388E-02,1.252492E-02,1.018903E-02,1.069323E-02,8.487773E-03,3.798417E-04,4.211546E-03,1.279673E-02,1.145537E-02,.0121209,9.890367E-03,1.039605E-02,8.290764E-03,3.681048E-04,4.149569E-03,1.994212E-03,1.76042E-03,1.881855E-03,1.506465E-03,1.60351E-03,1.261175E-03,5.421278E-05,6.111294E-04,1.930823E-03,1.707587E-03,1.822317E-03,1.462453E-03,1.559716E-03,1.232143E-03,5.421278E-05,6.111294E-04,
45630.5542708333,11.07335,1.370825E-02,1.139221E-02,1.187814E-02,6.783991E-03,9.668333E-03,9.328193E-03,3.713374E-04,4.150901E-03,1.324544E-02,1.105877E-02,1.151527E-02,6.650323E-03,9.425971E-03,9.090327E-03,3.598327E-04,4.110008E-03,2.065149E-03,1.698281E-03,1.786542E-03,1.004681E-03,1.452476E-03,1.385024E-03,5.299451E-05,6.05303E-04,1.996947E-03,1.649143E-03,1.733068E-03,9.849827E-04,1.41676E-03,1.349971E-03,5.299451E-05,6.05303E-04,
45630.5542824074,11.24285,1.236346E-02,9.950878E-03,1.105424E-02,6.238883E-03,1.087739E-02,8.447351E-03,3.912286E-04,4.04113E-03,1.198905E-02,9.696557E-03,1.074074E-02,6.125718E-03,.0105698,8.252213E-03,3.805128E-04,4.00451E-03,1.866974E-03,1.485878E-03,1.665129E-03,9.243509E-04,1.630649E-03,1.255218E-03,5.604017E-05,5.897658E-04,.0018118,.0014484,1.618928E-03,9.076742E-04,1.585321E-03,1.226462E-03,5.604017E-05,5.897658E-04,
45630.5542939815,11.81915,1.291464E-02,.0119975,.0108725,6.498512E-03,1.020302E-02,8.39091E-03,4.139124E-04,4.246796E-03,1.250507E-02,.0116278,1.056942E-02,6.375789E-03,9.932728E-03,8.198371E-03,4.011928E-04,4.206713E-03,1.948198E-03,1.78748E-03,1.638346E-03,9.626112E-04,1.53127E-03,1.246901E-03,5.908584E-05,6.195454E-04,1.887842E-03,1.732998E-03,1.593683E-03,9.445259E-04,1.491439E-03,1.218527E-03,5.908584E-05,6.195454E-04,
