45630.581087963,.15755,1.346497E-02,9.91328E-03,1.316821E-02,7.357677E-03,1.165352E-02,8.600207E-03,4.245052E-04,2.222654E-03,.0130188,9.660885E-03,1.272119E-02,7.200648E-03,1.130017E-02,8.397947E-03,4.122924E-04,2.198917E-03,2.029298E-03,1.480337E-03,1.976653E-03,1.089222E-03,1.745024E-03,1.277744E-03,6.072054E-05,3.238464E-04,1.963549E-03,1.443143E-03,1.910778E-03,1.066082E-03,1.692952E-03,1.247938E-03,6.072054E-05,3.238464E-04,
45630.581099537,.2423,1.481503E-02,.0111163,1.296575E-02,7.033999E-03,.012209,9.098368E-03,4.21684E-04,2.123463E-03,1.427286E-02,.0107988,1.253249E-02,6.890374E-03,1.182104E-02,8.872042E-03,4.081695E-04,2.101776E-03,2.22825E-03,1.657621E-03,1.946819E-03,1.041523E-03,1.826882E-03,1.351156E-03,6.011333E-05,3.095399E-04,2.148354E-03,1.610832E-03,1.882971E-03,1.020358E-03,1.769711E-03,1.317803E-03,6.011333E-05,3.095399E-04,
45630.5811111111,.3779,1.397013E-02,.0107327,1.360277E-02,7.664877E-03,1.160731E-02,9.167187E-03,4.124942E-04,2.201322E-03,1.348908E-02,1.043674E-02,1.312554E-02,7.494592E-03,1.125676E-02,8.937434E-03,3.999237E-04,2.17684E-03,2.103741E-03,1.601092E-03,2.040692E-03,1.134493E-03,1.738214E-03,1.361297E-03,5.889892E-05,3.205949E-04,2.032851E-03,1.557477E-03,1.970366E-03,1.109399E-03,1.686556E-03,1.32744E-03,5.889892E-05,3.205949E-04,
45630.5811226852,.7508,1.392196E-02,1.020423E-02,1.331295E-02,7.031162E-03,1.122262E-02,8.806176E-03,3.994314E-04,2.199291E-03,1.344429E-02,9.936743E-03,1.285597E-02,6.887652E-03,1.089505E-02,8.594124E-03,3.875549E-04,2.17684E-03,2.096643E-03,1.523213E-03,1.997983E-03,1.041105E-03,1.681524E-03,1.308097E-03,5.70773E-05,3.205949E-04,2.026251E-03,1.483795E-03,1.930641E-03,1.019957E-03,1.633251E-03,1.276848E-03,5.70773E-05,3.205949E-04,
45630.5811342593,1.022,1.339291E-02,1.013145E-02,1.328399E-02,7.334943E-03,1.134563E-02,1.295746E-02,4.330793E-04,2.262748E-03,1.295162E-02,9.867779E-03,1.282902E-02,7.178875E-03,.0110108,1.250132E-02,4.205383E-04,2.238656E-03,2.018679E-03,1.512488E-03,1.993716E-03,1.085872E-03,1.699652E-03,1.919852E-03,6.193494E-05,3.29699E-04,1.953649E-03,1.473632E-03,1.926668E-03,1.062873E-03,1.650308E-03,1.852634E-03,6.193494E-05,3.29699E-04,
45630.5811458333,1.27625,1.341693E-02,1.025883E-02,1.296575E-02,7.068042E-03,1.123799E-02,8.49731E-03,4.84127E-04,2.230639E-03,1.297402E-02,9.988466E-03,1.253249E-02,6.923035E-03,1.090951E-02,8.299858E-03,4.700134E-04,2.207748E-03,2.022218E-03,1.53126E-03,1.946819E-03,1.04654E-03,1.683789E-03,1.262581E-03,6.922141E-05,3.25147E-04,1.956949E-03,1.491417E-03,1.882971E-03,1.025171E-03,1.635383E-03,1.233483E-03,6.922141E-05,3.25147E-04,
45630.5811574074,1.47965,1.262598E-02,9.242157E-03,.0120718,6.855383E-03,1.088474E-02,8.703163E-03,5.041462E-04,2.247786E-03,1.223502E-02,9.022963E-03,1.169683E-02,6.718908E-03,1.057674E-02,8.496035E-03,4.90628E-04,2.22541E-03,1.905661E-03,1.381437E-03,1.815081E-03,1.015201E-03,1.631733E-03,1.292916E-03,7.225744E-05,3.277482E-04,1.848046E-03,1.349136E-03,1.759823E-03,9.950898E-04,1.586343E-03,1.262393E-03,7.225744E-05,3.277482E-04,
45630.5811689815,1.51355,1.332088E-02,.0100587,1.267692E-02,6.889391E-03,.0107467,8.034997E-03,4.075256E-04,2.475364E-03,1.288444E-02,9.798815E-03,1.226292E-02,6.751568E-03,1.044652E-02,7.858459E-03,3.958007E-04,.0024506,2.008065E-03,1.501767E-03,1.904254E-03,1.020213E-03,1.61139E-03,1.194452E-03,5.829172E-05,3.609131E-04,1.943749E-03,1.463469E-03,1.843246E-03,9.999027E-04,1.567153E-03,1.168436E-03,5.829172E-05,3.609131E-04,
45630.5811805556,1.8356,1.272168E-02,9.459559E-03,1.247499E-02,.0067534,.0108694,8.892067E-03,3.136336E-04,2.350014E-03,1.232459E-02,9.229857E-03,1.207422E-02,6.620926E-03,1.056227E-02,8.675865E-03,3.050964E-04,2.326966E-03,1.919764E-03,1.413475E-03,1.874498E-03,1.000173E-03,1.629472E-03,1.320754E-03,4.49332E-05,3.427049E-04,1.861247E-03,1.379625E-03,1.815438E-03,9.806507E-04,1.584211E-03,1.288893E-03,4.49332E-05,3.427049E-04,
45630.5811921296,1.95425,1.214822E-02,8.898445E-03,1.189927E-02,6.459119E-03,1.042499E-02,7.881155E-03,3.131588E-04,2.522838E-03,1.178714E-02,8.695382E-03,1.153508E-02,6.337869E-03,1.014267E-02,7.711325E-03,3.050964E-04,2.499171E-03,1.835255E-03,1.330786E-03,1.789656E-03,9.568059E-04,1.563981E-03,1.171781E-03,4.49332E-05,3.680664E-04,1.782045E-03,1.300861E-03,1.735988E-03,9.389379E-04,1.522378E-03,1.146754E-03,4.49332E-05,3.680664E-04,
45630.5812037037,2.2085,1.237116E-02,9.115837E-03,1.284148E-02,7.053551E-03,1.097952E-02,8.233245E-03,3.179128E-04,2.467797E-03,1.199628E-02,8.90264E-03,1.241656E-02,6.909133E-03,1.066608E-02,8.047876E-03,3.095458E-04,2.442524E-03,1.868109E-03,1.362822E-03,1.928505E-03,1.044405E-03,1.645699E-03,1.223666E-03,4.558848E-05,3.597237E-04,1.812864E-03,1.331404E-03,1.865887E-03,1.023122E-03,1.599509E-03,1.19635E-03,4.558848E-05,3.597237E-04,
45630.5812152778,2.4458,1.193361E-02,9.006919E-03,1.188926E-02,6.501532E-03,1.042499E-02,7.795745E-03,3.42733E-04,2.536368E-03,.0115856,8.798828E-03,.0115257,6.378695E-03,1.014267E-02,7.629585E-03,3.339569E-04,2.512417E-03,1.80363E-03,1.346771E-03,1.788181E-03,9.630561E-04,1.563981E-03,1.159194E-03,4.918363E-05,3.700173E-04,1.752344E-03,1.316106E-03,1.734605E-03,9.449542E-04,1.522378E-03,1.134708E-03,4.918363E-05,3.700173E-04,
45630.5812268518,2.5814,1.316153E-02,9.568756E-03,1.221368E-02,7.056387E-03,1.070332E-02,8.113305E-03,3.608991E-04,2.570261E-03,1.273573E-02,9.333686E-03,1.182972E-02,6.911854E-03,1.040558E-02,7.933304E-03,3.508185E-04,2.543928E-03,1.984583E-03,1.429566E-03,1.83599E-03,1.044822E-03,1.604998E-03,1.205992E-03,5.166694E-05,3.74658E-04,1.921834E-03,1.394925E-03,1.779407E-03,1.023523E-03,1.561121E-03,1.179466E-03,5.166694E-05,3.74658E-04,
45630.5812384259,2.83565,1.332961E-02,9.514349E-03,1.317561E-02,7.096092E-03,1.125612E-02,8.113305E-03,3.736933E-04,2.485769E-03,1.289259E-02,9.28196E-03,1.272809E-02,6.949941E-03,1.092658E-02,7.933304E-03,3.632003E-04,2.460159E-03,2.009351E-03,1.421549E-03,1.977745E-03,1.050674E-03,1.686461E-03,1.205992E-03,5.349048E-05,3.623209E-04,1.944949E-03,1.387303E-03,1.911795E-03,1.029136E-03,1.637898E-03,1.179466E-03,5.349048E-05,3.623209E-04,
45630.58125,3.0899,1.237116E-02,8.790404E-03,1.207446E-02,6.80985E-03,1.041223E-02,8.387569E-03,3.262486E-04,2.555978E-03,1.199628E-02,8.592287E-03,1.169932E-02,6.675169E-03,1.013061E-02,8.195183E-03,3.178003E-04,2.530701E-03,1.868109E-03,1.314864E-03,1.815473E-03,1.008492E-03,1.562101E-03,1.246409E-03,4.680417E-05,3.727101E-04,1.812864E-03,1.285669E-03,1.76019E-03,9.886442E-04,.0015206,1.218058E-03,4.680417E-05,3.727101E-04,
45630.5812615741,3.395,1.330559E-02,9.586895E-03,.0123685,6.495814E-03,1.061135E-02,7.753966E-03,4.459129E-04,2.505845E-03,1.287018E-02,9.350928E-03,1.197462E-02,6.373191E-03,1.031875E-02,7.589587E-03,4.33364E-04,2.482204E-03,2.005812E-03,1.43224E-03,1.858804E-03,9.622134E-04,1.591444E-03,1.153037E-03,6.382386E-05,3.655676E-04,1.941647E-03,1.397466E-03,1.80076E-03,9.441432E-04,1.548325E-03,1.128814E-03,6.382386E-05,3.655676E-04,
45630.5812731481,3.58145,1.215617E-02,8.898819E-03,1.184265E-02,6.886324E-03,1.012159E-02,7.446531E-03,4.405846E-04,2.716586E-03,1.179461E-02,8.695738E-03,1.148197E-02,6.748623E-03,9.855645E-03,7.294973E-03,4.292368E-04,2.689421E-03,1.836427E-03,1.330841E-03,1.781312E-03,1.019761E-03,1.51927E-03,1.107732E-03,6.321602E-05,3.960856E-04,1.783145E-03,1.300914E-03,1.728161E-03,9.994687E-04,1.480079E-03,1.085398E-03,6.321602E-05,3.960856E-04,
45630.5812847222,3.6662,1.253854E-02,9.188231E-03,1.221626E-02,6.470376E-03,1.101023E-02,8.473362E-03,3.858577E-04,2.625921E-03,1.215313E-02,8.971607E-03,1.183214E-02,6.348706E-03,1.069502E-02,8.27702E-03,3.755822E-04,2.601244E-03,1.892775E-03,1.37349E-03,1.83637E-03,9.584649E-04,1.650225E-03,1.259051E-03,5.531402E-05,3.830992E-04,1.835979E-03,1.341567E-03,1.779763E-03,9.405349E-04,1.603775E-03,1.230118E-03,5.531402E-05,3.830992E-04,
45630.5812962963,4.05605,1.308955E-02,9.097743E-03,1.313155E-02,6.713598E-03,.0112715,8.113305E-03,4.370085E-04,2.911802E-03,1.266851E-02,8.885399E-03,1.268703E-02,6.582671E-03,1.094105E-02,7.933304E-03,4.251095E-04,2.883412E-03,1.973974E-03,1.360156E-03,1.971251E-03,9.943073E-04,1.688727E-03,1.205992E-03,6.260817E-05,4.246557E-04,1.911928E-03,1.328863E-03,1.905745E-03,9.750132E-04,1.64003E-03,1.179466E-03,6.260817E-05,4.246557E-04,
45630.5813078704,4.2764,1.227558E-02,9.224439E-03,.0124537,7.650077E-03,1.065733E-02,8.147566E-03,3.942185E-04,2.617067E-03,1.190665E-02,9.006091E-03,1.205431E-02,7.480442E-03,1.036217E-02,7.966039E-03,3.838367E-04,2.588017E-03,1.854024E-03,1.378826E-03,1.87136E-03,1.132312E-03,1.59822E-03,1.21104E-03,5.652971E-05,3.811512E-04,1.799656E-03,1.346649E-03,1.812504E-03,1.107314E-03,1.554723E-03,1.18429E-03,5.652971E-05,3.811512E-04,
45630.5813194444,4.29335,1.234726E-02,9.242545E-03,1.224206E-02,6.685299E-03,.0111485,8.233245E-03,4.197023E-04,2.67572E-03,1.197387E-02,9.023333E-03,1.185629E-02,6.555466E-03,1.082527E-02,8.047876E-03,4.086004E-04,2.649741E-03,1.864587E-03,1.381494E-03,1.840171E-03,9.90137E-04,1.670602E-03,1.223666E-03,6.017679E-05,3.902417E-04,1.809562E-03,1.34919E-03,1.783322E-03,9.710041E-04,1.622969E-03,1.19635E-03,6.017679E-05,3.902417E-04,
45630.5813310185,4.66625,1.275396E-02,8.97113E-03,1.243563E-02,7.169854E-03,1.055006E-02,9.419773E-03,3.349747E-04,2.668702E-03,.0123548,8.764706E-03,1.203741E-02,7.020675E-03,1.026086E-02,9.17723E-03,3.260548E-04,2.640924E-03,1.924521E-03,1.341497E-03,1.868696E-03,1.061544E-03,1.582412E-03,1.398519E-03,4.801986E-05,3.889431E-04,1.865698E-03,1.311077E-03,1.810013E-03,1.03956E-03,1.539794E-03,1.362777E-03,4.801986E-05,3.889431E-04,
45630.5813425926,5.03915,1.239506E-02,8.790404E-03,1.227559E-02,6.744733E-03,1.053474E-02,7.942102E-03,3.686304E-04,2.65369E-03,1.201869E-02,8.592287E-03,1.188768E-02,6.612597E-03,1.024639E-02,7.76963E-03,3.590731E-04,2.627697E-03,1.871631E-03,1.314864E-03,1.845113E-03,9.988955E-04,1.580155E-03,1.180762E-03,5.288263E-05,3.869951E-04,1.816166E-03,1.285669E-03,1.787949E-03,9.794232E-04,1.537662E-03,1.155346E-03,5.288263E-05,3.869951E-04,
45630.5813541667,5.10695,1.294565E-02,9.133933E-03,1.242013E-02,6.832506E-03,1.042754E-02,7.668515E-03,3.987661E-04,2.769809E-03,1.253406E-02,8.919882E-03,1.202292E-02,6.696933E-03,1.014509E-02,7.50775E-03,3.87964E-04,2.742328E-03,1.952769E-03,1.365489E-03,1.866413E-03,1.01183E-03,1.564357E-03,1.140445E-03,5.713756E-05,4.038775E-04,1.892115E-03,1.333945E-03,1.807878E-03,9.918514E-04,1.522733E-03,1.116754E-03,5.713756E-05,4.038775E-04,
45630.5813657407,5.3612,1.237116E-02,8.754279E-03,1.212085E-02,6.903323E-03,1.051942E-02,7.736872E-03,3.728376E-04,2.756735E-03,1.199628E-02,8.557804E-03,1.174279E-02,6.764946E-03,1.023192E-02,7.57322E-03,3.632003E-04,2.729101E-03,1.868109E-03,1.309541E-03,1.82231E-03,1.022266E-03,1.577897E-03,1.150518E-03,5.349048E-05,4.019295E-04,1.812864E-03,1.280587E-03,1.766596E-03,1.001874E-03,1.535529E-03,1.126402E-03,5.349048E-05,4.019295E-04,
45630.5813773148,5.8697,1.244288E-02,9.188231E-03,1.281043E-02,6.753225E-03,1.056538E-02,8.079052E-03,2.798171E-04,2.898613E-03,.0120635,8.971607E-03,1.238758E-02,6.620758E-03,1.027533E-02,7.90057E-03,2.724002E-04,2.870186E-03,1.878678E-03,1.37349E-03,1.923929E-03,1.000147E-03,1.58467E-03,1.200944E-03,4.011786E-05,4.227078E-04,1.82277E-03,1.341567E-03,1.861616E-03,9.80626E-04,1.541927E-03,1.174642E-03,4.011786E-05,4.227078E-04,
45630.5813888889,5.98835,1.184606E-02,9.133933E-03,1.140043E-02,6.637201E-03,1.001462E-02,7.856562E-03,4.06652E-04,3.049483E-03,1.150331E-02,8.919882E-03,.0110666,6.509217E-03,9.75434E-03,7.687792E-03,3.962186E-04,3.020088E-03,1.790728E-03,1.365489E-03,1.716144E-03,9.83049E-04,1.503507E-03,1.168156E-03,5.835325E-05,4.447847E-04,1.740217E-03,1.333945E-03,1.666949E-03,9.641887E-04,1.465151E-03,1.143286E-03,5.835325E-05,4.447847E-04,
45630.581400463,6.09005,1.300213E-02,9.261042E-03,1.243511E-02,7.005066E-03,1.089007E-02,8.415002E-03,4.162761E-04,3.099932E-03,1.258684E-02,9.040945E-03,1.203693E-02,6.862612E-03,1.058176E-02,8.221356E-03,4.049005E-04,3.068402E-03,1.961091E-03,1.38422E-03,1.868621E-03,1.03726E-03,1.632518E-03,1.250451E-03,5.963189E-05,4.519002E-04,1.899892E-03,1.351785E-03,1.809942E-03,1.016267E-03,1.587084E-03,1.221914E-03,5.963189E-05,4.519002E-04,
45630.581412037,6.70025,1.636672E-02,1.221757E-02,1.619432E-02,8.934136E-03,.0143919,1.127157E-02,3.55519E-04,3.777618E-03,1.570344E-02,1.183423E-02,.0155178,8.703603E-03,1.385321E-02,1.092518E-02,3.42926E-04,3.728747E-03,2.456916E-03,1.819909E-03,2.422597E-03,1.321538E-03,2.148566E-03,1.671411E-03,5.050456E-05,5.491527E-04,2.359171E-03,1.763419E-03,2.322902E-03,1.287565E-03,2.069182E-03,1.620365E-03,5.050456E-05,5.491527E-04,
45630.5814236111,6.785,1.648884E-02,1.286232E-02,1.558972E-02,9.298396E-03,1.415746E-02,1.073147E-02,4.287668E-04,4.181213E-03,1.581554E-02,1.243772E-02,.0149626,9.048959E-03,1.363608E-02,1.041719E-02,4.131638E-04,4.124954E-03,2.474912E-03,1.914924E-03,.0023335,1.375217E-03,2.114018E-03,1.591819E-03,6.084887E-05,6.075043E-04,2.375692E-03,1.852353E-03,2.241084E-03,1.338459E-03,2.037184E-03,1.545504E-03,6.084887E-05,6.075043E-04,
45630.5814351852,6.9884,.0163423,1.275164E-02,1.719742E-02,9.971532E-03,1.403255E-02,1.135884E-02,4.157637E-04,4.051259E-03,1.568102E-02,1.233427E-02,1.643509E-02,9.685284E-03,1.352027E-02,1.100712E-02,4.007689E-04,3.992885E-03,2.453317E-03,1.898614E-03,2.57042E-03,1.474414E-03,2.09561E-03,1.68427E-03,5.90234E-05,5.880538E-04,2.355867E-03,1.837107E-03,2.458078E-03,1.432231E-03,2.020119E-03,1.632439E-03,5.90234E-05,5.880538E-04,
45630.5814467593,7.07315,1.626907E-02,1.336118E-02,1.510317E-02,8.942732E-03,.0136583,.0106619,3.774521E-04,3.982828E-03,1.561375E-02,1.290327E-02,1.451453E-02,8.711761E-03,1.317286E-02,1.035164E-02,3.635841E-04,3.931253E-03,2.442526E-03,1.988438E-03,.0022618,1.322804E-03,2.040458E-03,1.581565E-03,5.3547E-05,5.789769E-04,2.345954E-03,1.920958E-03,2.175055E-03,1.288767E-03,1.968922E-03,1.535845E-03,5.3547E-05,5.789769E-04,
45630.5814583333,7.27655,1.702709E-02,.0127332,1.674593E-02,9.821724E-03,1.420433E-02,1.139375E-02,4.41866E-04,4.019128E-03,1.630882E-02,1.231702E-02,1.602281E-02,9.543878E-03,.0136795,1.103989E-02,4.255587E-04,3.962069E-03,2.554232E-03,1.895896E-03,2.503886E-03,1.452337E-03,2.120924E-03,1.689416E-03,6.267433E-05,5.835153E-04,2.448383E-03,1.834566E-03,2.397323E-03,1.411393E-03,2.043584E-03,1.637269E-03,6.267433E-05,5.835153E-04,
45630.5814699074,7.8698,1.847792E-02,1.426977E-02,1.801693E-02,1.024843E-02,1.561561E-02,1.172579E-02,4.349752E-04,4.075209E-03,1.763169E-02,1.374815E-02,1.718096E-02,9.946341E-03,1.498229E-02,1.135124E-02,4.172954E-04,4.014897E-03,2.768034E-03,2.122333E-03,2.691187E-03,1.51522E-03,2.328898E-03,1.738346E-03,6.145736E-05,5.912955E-04,2.643329E-03,2.045465E-03,2.567994E-03,1.470702E-03,2.23557E-03,1.683151E-03,6.145736E-05,5.912955E-04,
45630.5814814815,7.9715,1.702709E-02,1.236475E-02,2.013391E-02,1.030906E-02,1.490867E-02,1.223373E-02,4.545164E-04,4.401786E-03,1.630882E-02,1.197217E-02,1.909324E-02,1.000345E-02,.0143309,1.182646E-02,4.379536E-04,4.336264E-03,2.554232E-03,1.841599E-03,3.003157E-03,1.524154E-03,2.22472E-03,1.813199E-03,6.44998E-05,6.386251E-04,2.448383E-03,1.783747E-03,2.849798E-03,1.479117E-03,2.139576E-03,1.753182E-03,6.44998E-05,6.386251E-04,
45630.5814930556,8.02235,1.783726E-02,1.347221E-02,1.813559E-02,9.824604E-03,1.563134E-02,1.251457E-02,4.169682E-04,4.251362E-03,1.704873E-02,1.300673E-02,1.728869E-02,9.546597E-03,1.499677E-02,1.208865E-02,4.007689E-04,4.190988E-03,2.673622E-03,.0020048,2.708673E-03,1.452762E-03,2.331217E-03,1.854585E-03,5.90234E-05,6.172295E-04,2.55742E-03,1.936204E-03,2.58387E-03,1.411793E-03,2.237703E-03,1.791819E-03,5.90234E-05,6.172295E-04,
45630.5815046296,8.4122,1.860137E-02,1.284387E-02,1.709979E-02,9.669166E-03,1.553693E-02,1.183076E-02,3.869438E-04,3.964671E-03,.0177438,1.242048E-02,1.634602E-02,9.399754E-03,1.490991E-02,1.144956E-02,3.718474E-04,3.909241E-03,2.786226E-03,1.912205E-03,2.556032E-03,1.429856E-03,2.317304E-03,1.753816E-03,5.476398E-05,5.757351E-04,2.659849E-03,1.849812E-03,2.444952E-03,1.390154E-03,2.224904E-03,1.69764E-03,5.476398E-05,5.757351E-04,
45630.5815162037,8.56475,1.934365E-02,1.501461E-02,1.938588E-02,1.138072E-02,1.553693E-02,1.357151E-02,4.401988E-04,4.157886E-03,1.841645E-02,1.443785E-02,.0184199,.0110096,1.490991E-02,1.307186E-02,4.214271E-04,4.089735E-03,2.895612E-03,2.232097E-03,2.892923E-03,1.682079E-03,2.317304E-03,2.010341E-03,6.206585E-05,6.023175E-04,2.758974E-03,2.147103E-03,2.750571E-03,1.627389E-03,2.224904E-03,1.93671E-03,6.206585E-05,6.023175E-04,
45630.5815277778,8.80205,1.800954E-02,1.397262E-02,1.914711E-02,1.245299E-02,1.618303E-02,.013342,4.001238E-04,4.061119E-03,1.720568E-02,1.347227E-02,1.820443E-02,1.201032E-02,1.550341E-02,1.285883E-02,3.842423E-04,3.988483E-03,2.699011E-03,2.078544E-03,2.857736E-03,1.840095E-03,2.412516E-03,1.976519E-03,5.658944E-05,5.874054E-04,2.58055E-03,2.00481E-03,2.718819E-03,1.77486E-03,2.312364E-03,1.905317E-03,5.658944E-05,5.874054E-04,
45630.5815393519,9.3614,2.051216E-02,1.492135E-02,1.986429E-02,1.191022E-02,1.878912E-02,.0134832,3.975915E-04,4.18789E-03,1.947026E-02,1.435164E-02,1.885084E-02,1.150452E-02,1.787738E-02,1.298992E-02,3.801107E-04,4.116149E-03,3.06781E-03,2.218354E-03,2.963424E-03,1.76011E-03,2.796564E-03,1.997328E-03,5.598096E-05,6.062076E-04,2.91427E-03,2.134398E-03,2.814076E-03,1.700323E-03,2.662205E-03,1.924636E-03,5.598096E-05,6.062076E-04,
