45630.5280324074,.29315,1.437891E-02,1.064372E-02,1.394827E-02,7.696113E-03,1.077521E-02,9.709008E-03,2.993809E-04,1.799449E-03,1.386872E-02,1.035265E-02,1.344637E-02,7.524451E-03,1.047342E-02,9.451413E-03,2.901344E-04,1.779356E-03,2.163982E-03,1.587979E-03,2.091608E-03,1.139096E-03,1.615592E-03,1.441143E-03,4.272967E-05,2.620554E-04,2.088798E-03,1.545085E-03,2.017645E-03,1.113799E-03,1.571118E-03,1.403182E-03,4.272967E-05,2.620554E-04,
45630.5280439815,.3779,1.372627E-02,1.086277E-02,1.302272E-02,7.140108E-03,1.074451E-02,9.310122E-03,0,1.899851E-03,1.326222E-02,1.055958E-02,1.258561E-02,6.992153E-03,1.044445E-02,9.073172E-03,0,1.880157E-03,2.067805E-03,1.620259E-03,1.955214E-03,1.05716E-03,1.611067E-03,1.382361E-03,0,2.769009E-04,1.999419E-03,1.57558E-03,1.890799E-03,1.035357E-03,1.566849E-03,1.347443E-03,0,2.769009E-04,
45630.5280555556,.32705,1.488806E-02,1.181488E-02,1.458723E-02,7.880895E-03,1.208478E-02,9.258157E-03,2.571821E-04,1.932932E-03,1.434045E-02,.0114563,1.403814E-02,7.700978E-03,.0117047,9.023837E-03,2.486867E-04,1.910836E-03,2.239012E-03,1.760567E-03,2.185768E-03,1.166327E-03,1.808577E-03,1.374703E-03,3.662543E-05,2.814191E-04,2.158314E-03,1.707725E-03,2.104851E-03,1.139813E-03,1.752566E-03,1.340172E-03,3.662543E-05,2.814191E-04,
45630.5280671296,.8525,1.515529E-02,1.293779E-02,1.423844E-02,7.534234E-03,1.179126E-02,9.587515E-03,2.147099E-04,1.918666E-03,1.458754E-02,1.250822E-02,1.371535E-02,7.36965E-03,1.142947E-02,9.336296E-03,2.072389E-04,1.897688E-03,2.278392E-03,1.926045E-03,2.134369E-03,1.115241E-03,1.765322E-03,1.423239E-03,3.052119E-05,2.794827E-04,2.194727E-03,1.862742E-03,2.057284E-03,1.090987E-03,1.712007E-03,1.386218E-03,3.052119E-05,2.794827E-04,
45630.5280787037,1.361,1.324426E-02,1.015177E-02,1.284969E-02,6.797748E-03,1.135954E-02,8.497717E-03,2.133825E-04,1.960871E-03,1.281295E-02,9.887042E-03,1.242422E-02,6.663541E-03,1.102388E-02,8.300246E-03,2.072389E-04,1.941514E-03,1.996774E-03,1.515483E-03,1.929715E-03,1.006708E-03,1.701701E-03,1.262641E-03,3.052119E-05,2.859373E-04,1.933214E-03,1.476471E-03,1.867015E-03,9.869307E-04,1.652236E-03,1.23354E-03,3.052119E-05,2.859373E-04,
45630.5280902778,1.58135,.013148,9.933538E-03,1.284969E-02,7.001385E-03,1.048373E-02,8.308105E-03,2.132934E-04,2.076573E-03,.0127231,9.680106E-03,1.242422E-02,6.859079E-03,.0101982,8.119348E-03,2.072389E-04,2.055463E-03,1.982589E-03,1.483323E-03,1.929715E-03,1.036717E-03,1.572638E-03,1.234698E-03,3.052119E-05,3.027191E-04,1.919972E-03,1.445976E-03,1.867015E-03,1.015746E-03,1.53056E-03,1.206882E-03,3.052119E-05,3.027191E-04,
45630.5281018519,2.1407,1.307584E-02,.0104796,1.276323E-02,7.125948E-03,1.075986E-02,8.325335E-03,2.561129E-04,2.143377E-03,1.265571E-02,1.019744E-02,1.234352E-02,6.978574E-03,1.045894E-02,8.135794E-03,2.486867E-04,2.121203E-03,1.971955E-03,1.563793E-03,1.916974E-03,1.055073E-03,1.61333E-03,1.237237E-03,3.662543E-05,3.12401E-04,1.910041E-03,1.522213E-03,1.855123E-03,1.033356E-03,1.568984E-03,1.209306E-03,3.662543E-05,3.12401E-04,
45630.5281134259,2.3102,1.259547E-02,9.697395E-03,1.435463E-02,8.322323E-03,1.062175E-02,8.084274E-03,4.261387E-04,2.249137E-03,1.220644E-02,9.455927E-03,1.382295E-02,8.121927E-03,1.032857E-02,7.905561E-03,4.144778E-04,2.222004E-03,1.901164E-03,1.448523E-03,2.151491E-03,1.231378E-03,1.592976E-03,1.201713E-03,6.104238E-05,3.272465E-04,1.843835E-03,1.412939E-03,2.07314E-03,1.201846E-03,1.549772E-03,1.175377E-03,6.104238E-05,3.272465E-04,
45630.528125,2.5814,1.362977E-02,1.093584E-02,1.345601E-02,7.644977E-03,1.091344E-02,9.015853E-03,4.701702E-04,2.468519E-03,1.317236E-02,1.062856E-02,1.298909E-02,7.475566E-03,1.060379E-02,8.793604E-03,4.559255E-04,2.441136E-03,2.053585E-03,1.631028E-03,2.019065E-03,1.13156E-03,1.635962E-03,1.338996E-03,6.714662E-05,3.595193E-04,1.986178E-03,1.585745E-03,1.950258E-03,1.106595E-03,1.590331E-03,1.306244E-03,6.714662E-05,3.595193E-04,
45630.5281365741,3.1916,1.525255E-02,1.186995E-02,1.449997E-02,7.605215E-03,1.205387E-02,.0104571,8.577479E-05,2.79188E-03,.0146774,1.150803E-02,1.395744E-02,7.437545E-03,1.167573E-02,1.015856E-02,8.289555E-05,2.76107E-03,2.292726E-03,1.768683E-03,2.172909E-03,1.125701E-03,1.804021E-03,1.551385E-03,1.220848E-05,4.066376E-04,2.207968E-03,1.715349E-03,2.092959E-03,1.100992E-03,1.748296E-03,1.507391E-03,1.220848E-05,4.066376E-04,
45630.5281481482,3.6662,1.615459E-02,.0122743,1.607675E-02,8.870673E-03,1.360602E-02,1.147101E-02,3.007276E-04,2.890235E-03,1.550854E-02,1.188742E-02,1.540997E-02,8.643362E-03,1.312428E-02,1.111238E-02,2.901344E-04,2.853105E-03,2.425655E-03,1.82827E-03,2.405272E-03,1.312185E-03,2.032755E-03,.0017008,4.272967E-05,4.201922E-04,2.330449E-03,1.771257E-03,2.307012E-03,1.278688E-03,1.961763E-03,1.647951E-03,4.272967E-05,4.201922E-04,
45630.5281597222,4.0052,1.654595E-02,.0128086,.0159595,9.374837E-03,1.423045E-02,1.164638E-02,2.107648E-04,3.136696E-03,1.586795E-02,1.238751E-02,1.530238E-02,9.121343E-03,1.370371E-02,1.127683E-02,2.030941E-04,3.094151E-03,2.483329E-03,1.907007E-03,2.387994E-03,1.386482E-03,2.124774E-03,1.726645E-03,2.991077E-05,4.556924E-04,2.383414E-03,1.844953E-03,2.291156E-03,1.349125E-03,2.04715E-03,1.672186E-03,2.991077E-05,4.556924E-04,
45630.5281712963,4.22555,.0174786,1.406722E-02,1.704677E-02,1.025773E-02,1.480987E-02,1.243764E-02,4.097958E-04,3.265233E-03,1.672155E-02,1.356014E-02,1.629763E-02,9.955094E-03,1.423967E-02,1.201687E-02,3.937539E-04,3.216865E-03,2.620769E-03,2.092484E-03,2.54822E-03,1.516589E-03,2.210161E-03,1.843249E-03,5.799026E-05,4.737651E-04,2.509205E-03,2.017759E-03,2.437822E-03,1.471992E-03,2.126133E-03,1.781242E-03,5.799026E-05,4.737651E-04,
45630.5281828704,4.5137,1.757703E-02,1.412293E-02,1.648768E-02,9.837301E-03,1.419918E-02,1.256103E-02,3.063299E-04,3.289941E-03,.0168114,1.361188E-02,1.578655E-02,9.558587E-03,1.367474E-02,1.213199E-02,2.942792E-04,3.243161E-03,2.635274E-03,2.100694E-03,2.465829E-03,1.454633E-03,2.120166E-03,1.861432E-03,4.334009E-05,4.776379E-04,2.522446E-03,2.025383E-03,2.362507E-03,1.41356E-03,2.042881E-03,1.798206E-03,4.334009E-05,4.776379E-04,
45630.5281944444,5.1917,1.772477E-02,.0152966,1.846647E-02,1.111896E-02,1.556417E-02,1.305541E-02,3.371085E-04,3.897269E-03,1.694618E-02,1.469829E-02,1.758877E-02,.0107644,1.493498E-02,1.259245E-02,3.232927E-04,3.834819E-03,2.657046E-03,2.273652E-03,2.757434E-03,1.643505E-03,2.321318E-03,1.934286E-03,4.761306E-05,5.647745E-04,2.542308E-03,2.185482E-03,2.628091E-03,1.591256E-03,2.228597E-03,1.866063E-03,4.761306E-05,5.647745E-04,
45630.5282060185,5.37815,1.834155E-02,1.533397E-02,.0193889,1.191743E-02,1.569018E-02,.0131969,4.412088E-04,4.209373E-03,1.750776E-02,1.473278E-02,1.842263E-02,1.151125E-02,1.505087E-02,1.272401E-02,4.227673E-04,4.137222E-03,2.747938E-03,2.27916E-03,2.893368E-03,1.761172E-03,2.339887E-03,1.955137E-03,6.226323E-05,6.09311E-04,2.625066E-03,2.190564E-03,2.750973E-03,1.701315E-03,2.245675E-03,1.88545E-03,6.226323E-05,6.09311E-04,
45630.5282175926,5.64935,2.090311E-02,1.912633E-02,1.900155E-02,1.102917E-02,1.638467E-02,1.381718E-02,3.794061E-04,3.878957E-03,1.982147E-02,1.819894E-02,1.807295E-02,1.068021E-02,1.568823E-02,.0132996,3.605957E-04,3.817288E-03,3.125423E-03,2.838022E-03,2.836285E-03,1.630274E-03,2.442232E-03,2.046545E-03,5.310687E-05,5.621927E-04,2.966026E-03,2.701357E-03,2.699442E-03,1.578849E-03,.0023396,1.970271E-03,5.310687E-05,5.621927E-04,
45630.5282291667,6.46295,2.050304E-02,1.719286E-02,.0195978,1.278964E-02,1.802021E-02,1.445734E-02,3.82627E-04,3.910979E-03,1.946206E-02,1.643999E-02,1.861092E-02,1.232327E-02,1.718025E-02,1.389163E-02,3.647404E-04,3.839202E-03,3.066466E-03,2.553095E-03,2.924152E-03,1.889706E-03,2.683254E-03,2.140882E-03,5.37173E-05,5.6542E-04,2.913062E-03,2.442149E-03,2.778721E-03,1.820979E-03,2.559472E-03,2.057516E-03,5.37173E-05,5.6542E-04,
45630.5282407407,6.2765,1.832897E-02,1.507314E-02,1.842831E-02,1.074371E-02,1.691137E-02,1.349694E-02,3.33305E-04,4.253889E-03,1.749632E-02,1.449194E-02,1.755419E-02,1.041225E-02,1.617008E-02,1.300267E-02,3.194866E-04,4.187966E-03,2.746083E-03,2.240723E-03,2.751811E-03,1.588205E-03,2.519849E-03,1.999352E-03,4.705251E-05,6.167843E-04,2.623379E-03,2.155074E-03,2.622995E-03,1.539361E-03,2.410608E-03,1.926515E-03,4.705251E-05,6.167843E-04,
45630.5282523148,6.7172,2.064168E-02,1.800645E-02,1.994722E-02,1.215074E-02,1.772187E-02,1.538712E-02,4.532266E-04,3.999629E-03,1.958669E-02,1.718221E-02,1.892543E-02,1.172885E-02,1.690901E-02,1.474794E-02,4.315143E-04,3.929773E-03,3.086897E-03,2.67299E-03,2.975645E-03,1.795554E-03,2.639288E-03,.0022779,6.355144E-05,5.787589E-04,2.931428E-03,2.551526E-03,2.825069E-03,1.733381E-03,2.519501E-03,2.183707E-03,6.355144E-05,5.787589E-04,
45630.5282638889,7.0901,2.051665E-02,1.747677E-02,2.090629E-02,1.102712E-02,1.843981E-02,1.639339E-02,4.659106E-04,4.117758E-03,.0194743,1.669934E-02,1.978582E-02,1.067829E-02,1.756102E-02,1.566997E-02,4.439618E-04,4.052305E-03,3.068472E-03,2.594934E-03,3.116979E-03,1.629971E-03,2.745088E-03,2.426189E-03,6.538466E-05,5.968049E-04,2.914866E-03,2.480368E-03,2.95186E-03,1.578565E-03,2.615584E-03,2.319582E-03,6.538466E-05,5.968049E-04,
45630.528275463,6.80195,.0198927,1.681664E-02,2.018655E-02,1.281603E-02,1.770594E-02,1.513639E-02,3.173412E-04,4.092556E-03,1.891237E-02,1.609576E-02,1.914053E-02,1.234778E-02,1.689452E-02,1.451743E-02,3.028898E-04,4.017296E-03,2.976524E-03,2.497653E-03,3.010914E-03,1.893595E-03,2.636941E-03,2.24095E-03,4.460823E-05,5.916489E-04,2.832057E-03,2.39142E-03,2.856766E-03,1.824591E-03,2.517366E-03,2.149738E-03,4.460823E-05,5.916489E-04,
45630.528287037,7.5986,2.217327E-02,1.808223E-02,2.141771E-02,.0141923,2.009305E-02,1.840375E-02,3.187839E-04,3.966481E-03,2.095779E-02,1.725119E-02,.0202429,1.362094E-02,1.905338E-02,1.749756E-02,3.028898E-04,3.886012E-03,.0033126,2.684158E-03,3.192344E-03,2.096408E-03,2.988718E-03,2.722447E-03,4.460823E-05,5.72314E-04,3.133481E-03,2.561691E-03,3.019218E-03,2.012211E-03,2.835507E-03,2.588906E-03,4.460823E-05,5.72314E-04,
45630.5282986111,7.20875,2.172011E-02,1.825285E-02,2.187005E-02,1.368636E-02,1.940118E-02,1.606937E-02,3.885145E-04,4.164528E-03,2.055321E-02,.0174064,2.064621E-02,1.315403E-02,1.843035E-02,.0153736,3.692767E-04,4.082938E-03,3.245821E-03,2.709301E-03,3.259003E-03,2.02185E-03,2.88676E-03,2.378439E-03,5.438537E-05,6.013164E-04,3.073859E-03,2.584564E-03,3.078651E-03,1.943403E-03,2.743694E-03,2.275908E-03,5.438537E-05,6.013164E-04,
45630.5283101852,7.37825,2.255168E-02,2.015835E-02,2.111671E-02,1.340165E-02,2.020591E-02,1.639339E-02,3.811049E-04,4.011161E-03,2.129495E-02,1.913093E-02,1.997403E-02,1.289071E-02,.0191548,1.566997E-02,3.609783E-04,3.93415E-03,3.368364E-03,2.990105E-03,3.147988E-03,1.979894E-03,3.00535E-03,2.426189E-03,5.316323E-05,5.794035E-04,3.183166E-03,.0028387,2.979595E-03,1.904599E-03,2.850453E-03,2.319582E-03,5.316323E-05,5.794035E-04,
45630.5283217593,7.98845,2.179557E-02,1.823388E-02,2.132736E-02,1.280434E-02,2.056103E-02,1.655561E-02,4.540271E-04,4.18165E-03,2.062064E-02,1.738915E-02,2.016224E-02,1.233692E-02,1.947356E-02,1.581815E-02,4.315143E-04,4.104819E-03,3.25694E-03,2.706506E-03,3.17903E-03,1.891872E-03,3.057681E-03,2.450095E-03,6.355144E-05,6.045389E-04,3.083796E-03,2.582022E-03,3.007331E-03,1.822991E-03,2.897426E-03,2.341419E-03,6.355144E-05,6.045389E-04,
45630.5283333333,7.5986,2.207248E-02,1.876557E-02,2.223266E-02,1.356009E-02,1.928878E-02,1.578181E-02,4.326438E-04,4.052219E-03,2.086788E-02,1.787202E-02,2.096885E-02,.0130373,1.832893E-02,1.511017E-02,4.107684E-04,3.973535E-03,3.297747E-03,2.784858E-03,3.31244E-03,2.003243E-03,2.870196E-03,2.336063E-03,6.049609E-05,5.852039E-04,3.120231E-03,2.65318E-03,3.126198E-03,1.926202E-03,2.728748E-03,2.237086E-03,6.049609E-05,5.852039E-04,
45630.5283449074,8.22575,2.144368E-02,.0179307,2.168899E-02,1.501894E-02,1.922458E-02,1.706117E-02,4.187521E-04,4.176775E-03,2.030596E-02,1.711323E-02,2.048488E-02,1.438104E-02,1.827097E-02,1.627917E-02,3.983209E-04,4.087314E-03,3.205084E-03,2.661827E-03,3.232321E-03,2.218227E-03,2.860735E-03,2.524597E-03,5.866287E-05,6.019609E-04,3.037423E-03,2.54136E-03,3.054878E-03,2.124222E-03,2.720207E-03,2.409356E-03,5.866287E-05,6.019609E-04,
45630.5283564815,8.3444,2.006721E-02,1.774144E-02,2.054609E-02,1.433079E-02,1.866371E-02,1.630333E-02,4.222665E-04,4.311257E-03,1.906971E-02,1.694078E-02,1.946317E-02,1.374853E-02,1.776386E-02,1.558764E-02,4.024701E-04,4.222975E-03,3.00224E-03,2.633936E-03,3.063898E-03,2.116818E-03,2.778083E-03,2.412917E-03,5.927395E-05,6.219403E-04,2.855244E-03,2.515947E-03,2.904313E-03,2.031012E-03,2.645476E-03,2.30745E-03,5.927395E-05,6.219403E-04,
45630.5283680556,8.86985,.0229308,2.079111E-02,2.199085E-02,1.483557E-02,.019353,1.511849E-02,2.938698E-04,4.283005E-03,2.163211E-02,1.970003E-02,2.075375E-02,1.421273E-02,1.838689E-02,1.450097E-02,2.779948E-04,4.192342E-03,3.424233E-03,3.083353E-03,3.276805E-03,2.191205E-03,2.87966E-03,2.238313E-03,4.09418E-05,6.174289E-04,3.232851E-03,2.922565E-03,.0030945,2.09942E-03,2.737289E-03,2.147312E-03,4.09418E-05,6.174289E-04,
45630.5283796296,9.75125,2.914584E-02,.0235364,2.928033E-02,1.573344E-02,.0325387,2.098796E-02,4.435467E-04,4.78524E-03,2.707157E-02,2.214886E-02,.027126,1.503526E-02,2.990561E-02,.0198191,4.149176E-04,4.678093E-03,4.340115E-03,3.487914E-03,4.351022E-03,2.32352E-03,4.822775E-03,3.103269E-03,6.110716E-05,6.889681E-04,4.03444E-03,3.283438E-03,4.033548E-03,2.220632E-03,4.434749E-03,2.93102E-03,6.110716E-05,6.889681E-04,
45630.5283912037,9.75125,2.465836E-02,2.299218E-02,2.558757E-02,1.587906E-02,.0229502,2.072983E-02,4.143339E-04,4.495185E-03,2.316055E-02,2.166599E-02,2.392643E-02,1.516828E-02,2.160344E-02,1.958859E-02,3.900226E-04,4.393644E-03,3.678815E-03,3.407714E-03,3.806837E-03,2.344978E-03,3.409763E-03,3.065231E-03,5.744073E-05,6.470757E-04,3.458091E-03,3.21228E-03,3.562043E-03,2.240235E-03,3.211297E-03,2.897051E-03,5.744073E-05,6.470757E-04,
45630.5284027778,10.32755,2.977243E-02,2.306984E-02,3.145203E-02,.0191814,2.727958E-02,2.409328E-02,4.303222E-04,4.682066E-03,2.761102E-02,2.173497E-02,2.898121E-02,1.815708E-02,2.539954E-02,2.256872E-02,4.024701E-04,4.555562E-03,4.432452E-03,3.419158E-03,4.671055E-03,2.831629E-03,4.047764E-03,3.560885E-03,5.927395E-05,6.709222E-04,4.113936E-03,3.222445E-03,4.306942E-03,2.68068E-03,3.770711E-03,3.336219E-03,5.927395E-05,6.709222E-04,
45630.5284143519,10.97165,4.209122E-02,3.597943E-02,4.382236E-02,2.632771E-02,3.907442E-02,3.031596E-02,4.664054E-04,4.945026E-03,3.790554E-02,3.285819E-02,3.919831E-02,2.444959E-02,3.535346E-02,2.795271E-02,4.23216E-04,4.765616E-03,6.247816E-03,5.321585E-03,6.494012E-03,3.884748E-03,5.785915E-03,4.477893E-03,6.23293E-05,7.01858E-04,5.630991E-03,4.861623E-03,5.812589E-03,3.607977E-03,5.237574E-03,4.129632E-03,6.23293E-05,7.01858E-04,
45630.5284259259,11.531,4.698795E-02,3.957722E-02,4.683322E-02,2.725936E-02,4.212315E-02,3.465537E-02,4.483845E-04,5.048137E-03,4.184267E-02,3.584309E-02,.0416001,2.525302E-02,3.783996E-02,3.161265E-02,4.028977E-04,4.859049E-03,6.969423E-03,5.851774E-03,6.93771E-03,4.022041E-03,6.235192E-03,5.117371E-03,5.933692E-05,7.156184E-04,6.211187E-03,5.301492E-03,6.166528E-03,3.726376E-03,5.603997E-03,4.668981E-03,5.933692E-05,7.156184E-04,
45630.5284375,12.36155,5.872322E-02,5.089132E-02,6.181512E-02,3.448705E-02,5.815839E-02,4.832364E-02,5.217246E-04,5.622157E-03,5.095154E-02,4.493173E-02,5.310281E-02,.031361,5.039033E-02,4.267369E-02,4.568943E-04,5.361558E-03,8.698796E-03,7.519079E-03,9.145522E-03,5.087151E-03,8.59823E-03,7.131601E-03,6.728929E-05,7.896257E-04,7.553519E-03,6.640843E-03,7.86163E-03,4.62648E-03,7.453487E-03,6.298995E-03,6.728929E-05,7.896257E-04,
45630.5284490741,12.6836,6.918066E-02,5.728575E-02,6.714397E-02,3.817752E-02,6.207751E-02,5.073053E-02,4.925677E-04,5.698805E-03,5.871095E-02,4.988133E-02,5.702664E-02,3.439793E-02,5.333228E-02,4.455291E-02,4.236656E-04,5.409624E-03,1.023986E-02,8.461398E-03,9.93081E-03,5.630998E-03,9.175772E-03,7.486293E-03,6.239552E-05,7.967047E-04,8.696987E-03,7.370243E-03,8.439866E-03,5.074018E-03,7.887028E-03,6.575927E-03,6.239552E-05,7.967047E-04,
45630.5284606481,13.0226,5.988382E-02,5.241345E-02,6.380929E-02,4.002246E-02,5.699281E-02,4.872305E-02,4.185991E-04,5.721027E-03,5.182869E-02,.0461217,5.458097E-02,3.589634E-02,.0495063,.0429869,3.655154E-04,5.418364E-03,8.869829E-03,7.743389E-03,9.439394E-03,5.902878E-03,8.426464E-03,7.190461E-03,5.383143E-05,7.979918E-04,7.682781E-03,6.816204E-03,8.079459E-03,5.294832E-03,7.323211E-03,6.34515E-03,5.383143E-05,7.979918E-04,
45630.5284722222,13.37855,6.488498E-02,5.855299E-02,6.523304E-02,.0447657,6.110644E-02,4.868098E-02,5.34349E-04,5.740192E-03,.0555622,5.084711E-02,5.562912E-02,3.969019E-02,5.260766E-02,4.295393E-02,4.610478E-04,5.405255E-03,9.606825E-03,8.648145E-03,9.649205E-03,6.601868E-03,9.032669E-03,7.18426E-03,6.7901E-05,7.960611E-04,8.232972E-03,7.512565E-03,8.23392E-03,5.853914E-03,7.780245E-03,6.340291E-03,6.7901E-05,7.960611E-04,
45630.5284837963,14.05655,5.807092E-02,6.005479E-02,6.214035E-02,4.264034E-02,5.661187E-02,4.977745E-02,4.547308E-04,6.433631E-03,5.045674E-02,5.198534E-02,.0533447,3.800049E-02,4.921645E-02,4.381112E-02,3.945905E-04,6.073811E-03,8.602669E-03,8.869458E-03,9.193449E-03,6.288664E-03,8.370326E-03,7.345842E-03,5.811347E-05,8.94523E-04,7.480602E-03,7.680301E-03,7.897275E-03,5.604911E-03,7.280498E-03,6.466611E-03,5.811347E-05,8.94523E-04,
