[Header]
HydroSoftVersion=2.90
CreationDate=12/05/24 08:55:40
FileType=dat
DeviceType=HydroScat-6
DataSource=Instrument Cast 284
CalSource=HydroScat-6
Serial=HS120460
Config=M2B2F1
[SigmaParams]
ad400=.01
aStarFile=C:\Program Files (x86)\HydroSoft\aStar.csv
awFile=HydroSoft.exe
bbTildeValue=.015
C=.1
gammad=.011
gammay=.014
ExponentialFit=True
[bbParams]
PureWaterModel=MorelFresh
bb0=4.4968E-04
beta0=8.34399E-05
lambda0=525
gammaLambda=4.32
chi=1.08
[Channels]
"bb420"
"bb510"
"bb442"
"bb700"
"bb470"
"bb590"
"fl510"
"fl700"
[ColumnHeadings]
Time,Depth,bb420,bb510,bb442,bb700,bb470,bb590,fl510,fl700,bb420uncorr,bb510uncorr,bb442uncorr,bb700uncorr,bb470uncorr,bb590uncorr,fl510uncorr,fl700uncorr,betabb420,betabb510,betabb442,betabb700,betabb470,betabb590,betafl510,betafl700,betabb420uncorr,betabb510uncorr,betabb442uncorr,betabb700uncorr,betabb470uncorr,betabb590uncorr,betafl510uncorr,betafl700uncorr
[Data]
45630.5099074074,26.87075,2.191884E-02,1.755609E-02,.0226949,1.367369E-02,1.838271E-02,1.579055E-02,3.947247E-04,6.034478E-03,2.073074E-02,1.677174E-02,2.137928E-02,1.314232E-02,1.750925E-02,1.511818E-02,3.754178E-04,5.916357E-03,3.275106E-03,2.606623E-03,3.380557E-03,2.019983E-03,2.736673E-03,2.337351E-03,5.528982E-05,8.713339E-04,3.100022E-03,2.491036E-03,3.186681E-03,1.941678E-03,2.607955E-03,2.238267E-03,5.528982E-05,8.713339E-04,
45630.5099189815,26.93855,2.179263E-02,1.895984E-02,2.094805E-02,1.288339E-02,1.870293E-02,1.593514E-02,3.734023E-04,5.474558E-03,2.061801E-02,1.804814E-02,1.982318E-02,1.241032E-02,1.779936E-02,1.525068E-02,3.545613E-04,5.373373E-03,3.256507E-03,2.813487E-03,3.123133E-03,1.903521E-03,2.783862E-03,2.358659E-03,5.221816E-05,7.913657E-04,3.083409E-03,2.679134E-03,2.957366E-03,1.833807E-03,2.650708E-03,2.257794E-03,5.221816E-05,7.913657E-04,
45630.5099305556,26.9216,2.111245E-02,1.661315E-02,2.157876E-02,1.226731E-02,1.815887E-02,1.727784E-02,4.594833E-04,5.699728E-03,2.000924E-02,.0159093,.0203866,1.183745E-02,1.730616E-02,1.647637E-02,4.379875E-04,5.599254E-03,3.156272E-03,2.467666E-03,3.216077E-03,1.812731E-03,2.703687E-03,2.556526E-03,6.450478E-05,8.246325E-04,2.993697E-03,2.363942E-03,3.040394E-03,1.749386E-03,2.578028E-03,2.438417E-03,6.450478E-05,8.246325E-04,
45630.5099421296,26.9216,2.055993E-02,1.616212E-02,2.112805E-02,1.252201E-02,1.957012E-02,1.523129E-02,3.540026E-04,5.436377E-03,1.951321E-02,1.549532E-02,1.998416E-02,1.207453E-02,1.858268E-02,1.460471E-02,3.378761E-04,5.338622E-03,3.074849E-03,2.401199E-03,3.149658E-03,1.850267E-03,2.911656E-03,2.254936E-03,4.976083E-05,7.862477E-04,2.920599E-03,2.302937E-03,2.981089E-03,1.784323E-03,2.766142E-03,.0021626,4.976083E-05,7.862477E-04,
45630.5099537037,26.7182,2.255108E-02,1.614335E-02,2.124814E-02,1.423377E-02,2.115368E-02,1.496127E-02,4.293788E-04,5.538169E-03,2.129442E-02,1.547808E-02,2.009148E-02,1.365916E-02,2.000426E-02,1.435626E-02,4.087883E-04,5.425499E-03,3.368276E-03,2.398433E-03,3.167355E-03,2.10252E-03,3.145018E-03,2.215145E-03,6.020446E-05,7.990426E-04,3.183088E-03,2.300395E-03,2.996903E-03,2.017842E-03,2.975634E-03,2.125987E-03,6.020446E-05,7.990426E-04,
45630.5099652778,26.8538,2.384699E-02,.019589,2.148853E-02,1.238228E-02,2.221097E-02,1.514124E-02,4.45202E-04,5.63874E-03,2.244431E-02,1.861735E-02,2.030611E-02,1.194451E-02,2.094715E-02,.0145219,4.213022E-04,5.53844E-03,3.559248E-03,2.906204E-03,3.202781E-03,1.829675E-03,3.300827E-03,2.241666E-03,6.204746E-05,8.15676E-04,3.352542E-03,2.763016E-03,3.028533E-03,1.765163E-03,3.114582E-03,2.150396E-03,6.204746E-05,8.15676E-04,
45630.5099768518,27.14195,2.682541E-02,2.010523E-02,2.482367E-02,1.458101E-02,.0209753,1.833684E-02,3.851755E-04,5.758236E-03,2.505976E-02,1.908307E-02,2.325733E-02,1.397879E-02,.0198447,1.743704E-02,3.629039E-04,5.638349E-03,3.998165E-03,2.982277E-03,3.694265E-03,2.153691E-03,3.118731E-03,2.712587E-03,5.344682E-05,8.303901E-04,3.737968E-03,2.831647E-03,3.46344E-03,2.064945E-03,2.952119E-03,2.579987E-03,5.344682E-05,8.303901E-04,
45630.5099884259,27.2945,2.708419E-02,2.171967E-02,2.611179E-02,1.557635E-02,2.422703E-02,1.923607E-02,3.905195E-04,6.183816E-03,2.528523E-02,2.053197E-02,2.438415E-02,1.489164E-02,2.273137E-02,1.824864E-02,3.670752E-04,6.046673E-03,.0040363,3.22019E-03,3.884088E-03,2.30037E-03,3.597924E-03,2.845101E-03,5.406115E-05,8.905263E-04,3.771195E-03,3.045164E-03,3.629495E-03,2.199468E-03,3.377515E-03,2.699589E-03,5.406115E-05,8.905263E-04,
45630.51,26.8538,2.377053E-02,1.972271E-02,2.393902E-02,1.396937E-02,2.121858E-02,1.720502E-02,3.923351E-04,5.779901E-03,2.237667E-02,.0187381,2.247928E-02,1.341537E-02,2.006229E-02,1.641012E-02,3.712465E-04,5.664412E-03,3.547981E-03,2.925908E-03,3.563898E-03,2.063556E-03,3.154582E-03,2.545795E-03,5.467548E-05,8.342286E-04,3.342574E-03,2.78081E-03,3.348783E-03,1.981916E-03,2.984185E-03,2.428654E-03,5.467548E-05,8.342286E-04,
45630.5100115741,26.80295,2.405102E-02,2.014352E-02,2.251348E-02,1.305867E-02,2.011809E-02,1.760587E-02,4.147434E-04,5.909734E-03,2.262469E-02,1.911757E-02,.0212183,1.257294E-02,1.907588E-02,1.677451E-02,3.921031E-04,5.799073E-03,3.589315E-03,2.98792E-03,3.353822E-03,1.929351E-03,2.992408E-03,2.604867E-03,5.774714E-05,8.540608E-04,3.379123E-03,2.836731E-03,3.162959E-03,1.857772E-03,2.838823E-03,2.482353E-03,5.774714E-05,8.540608E-04,
45630.5100231481,26.8199,.0236177,.0196463,2.206064E-02,1.372294E-02,2.005354E-02,1.855667E-02,4.451053E-04,5.751317E-03,2.224139E-02,.0186691,2.081587E-02,1.318783E-02,1.901786E-02,.0176358,4.213022E-04,5.638349E-03,3.525459E-03,2.914647E-03,3.28709E-03,2.027241E-03,2.982896E-03,2.744982E-03,6.204746E-05,8.303901E-04,3.322639E-03,2.770642E-03,3.103653E-03,1.948385E-03,2.830272E-03,2.609277E-03,6.204746E-05,8.303901E-04,
45630.5100347222,27.0233,2.103702E-02,1.674489E-02,.0225437,1.298566E-02,.0216247,1.548365E-02,3.632369E-04,5.466495E-03,.0199416,1.603004E-02,2.124513E-02,1.250522E-02,2.042493E-02,.0148366,3.462187E-04,5.364685E-03,3.145156E-03,2.48708E-03,3.358276E-03,1.918592E-03,3.214431E-03,2.292125E-03,5.09895E-05,7.900862E-04,2.983729E-03,2.381735E-03,3.166912E-03,1.847792E-03,3.037626E-03,2.196772E-03,5.09895E-05,7.900862E-04,
45630.5100462963,26.9216,2.020911E-02,1.700864E-02,2.058855E-02,.0129623,1.747296E-02,1.447621E-02,4.28572E-04,5.634509E-03,1.919755E-02,1.627152E-02,1.950123E-02,1.248355E-02,1.668241E-02,1.390905E-02,4.087883E-04,5.529752E-03,3.023151E-03,2.525948E-03,3.070155E-03,1.91515E-03,2.602608E-03,2.143664E-03,6.020446E-05,8.143965E-04,2.874082E-03,2.417322E-03,2.909922E-03,1.844599E-03,2.486108E-03,2.060084E-03,6.020446E-05,8.143965E-04,
45630.5100578704,26.8877,.0211376,1.687672E-02,2.076822E-02,1.194341E-02,.018751,1.548365E-02,3.89611E-04,5.666174E-03,2.003179E-02,1.615078E-02,1.966221E-02,1.153549E-02,1.784288E-02,.0148366,3.712465E-04,5.568847E-03,3.159978E-03,2.506508E-03,3.096632E-03,.001765,2.790947E-03,2.292125E-03,5.467548E-05,8.201542E-04,2.99702E-03,2.399528E-03,2.933644E-03,1.704887E-03,2.657121E-03,2.196772E-03,5.467548E-05,8.201542E-04,
45630.5100694444,26.8877,2.043457E-02,1.693325E-02,2.046886E-02,1.347099E-02,1.760039E-02,.0152493,3.761664E-04,5.434798E-03,1.940047E-02,1.620252E-02,1.939392E-02,1.295488E-02,1.679846E-02,1.462128E-02,3.587326E-04,5.329934E-03,3.056375E-03,2.514838E-03,3.052517E-03,1.990113E-03,2.621386E-03,2.25759E-03,5.283249E-05,7.849682E-04,2.903986E-03,2.407154E-03,2.894107E-03,1.914056E-03,2.503209E-03,2.165041E-03,5.283249E-05,7.849682E-04,
45630.5100810185,26.9555,1.975897E-02,1.627478E-02,1.972245E-02,1.160119E-02,1.804705E-02,.0152493,4.06088E-04,5.619245E-03,1.879171E-02,1.559882E-02,1.872319E-02,1.121585E-02,1.720462E-02,1.462128E-02,3.879318E-04,5.525408E-03,2.956816E-03,2.417802E-03,2.942522E-03,1.714569E-03,2.687208E-03,2.25759E-03,5.713281E-05,8.137568E-04,2.814275E-03,2.318189E-03,2.795265E-03,1.657784E-03,2.563064E-03,2.165041E-03,5.713281E-05,8.137568E-04,
45630.5100925926,26.93855,2.020911E-02,.016256,2.040905E-02,1.185924E-02,1.807899E-02,1.617034E-02,3.932065E-04,5.541758E-03,1.919755E-02,1.558157E-02,1.934026E-02,1.145693E-02,1.723363E-02,1.546601E-02,3.754178E-04,5.447219E-03,3.023151E-03,2.415034E-03,3.043702E-03,1.752597E-03,2.691916E-03,2.393319E-03,5.528982E-05,8.022413E-04,2.874082E-03,2.315647E-03,.0028862,1.693311E-03,2.567339E-03,2.289525E-03,5.528982E-05,8.022413E-04,
45630.5101041667,26.87075,1.998391E-02,1.554362E-02,1.969266E-02,1.185924E-02,.0170435,1.479945E-02,3.709137E-04,5.475468E-03,1.899463E-02,1.492611E-02,1.869636E-02,1.145693E-02,1.629075E-02,1.420719E-02,3.545613E-04,5.382061E-03,2.989965E-03,2.310054E-03,2.938131E-03,1.752597E-03,2.53932E-03,2.191297E-03,5.221816E-05,7.926452E-04,2.844179E-03,2.219056E-03,2.791311E-03,1.693311E-03,2.428391E-03,2.10402E-03,5.221816E-05,7.926452E-04,
45630.5101157407,26.66735,1.930984E-02,1.599324E-02,2.378688E-02,1.211476E-02,1.771196E-02,1.453005E-02,4.231557E-04,6.021219E-03,1.838586E-02,1.534009E-02,2.234513E-02,.0116953,.0169,1.395875E-02,4.04617E-04,5.916357E-03,2.89063E-03,2.376313E-03,3.541478E-03,1.790251E-03,2.637828E-03,2.151597E-03,5.959013E-05,8.713339E-04,2.754467E-03,2.28006E-03,3.329014E-03,1.728438E-03,2.518173E-03,2.067407E-03,5.959013E-05,8.713339E-04,
45630.5101273148,26.90465,2.231286E-02,1.742455E-02,2.192993E-02,1.241745E-02,1.997787E-02,1.458421E-02,3.689262E-04,5.763204E-03,2.108224E-02,1.665167E-02,2.069953E-02,1.197724E-02,1.894981E-02,1.400872E-02,3.507642E-04,5.66041E-03,3.333171E-03,2.587239E-03,3.267828E-03,1.834857E-03,2.971744E-03,2.159578E-03,5.165894E-05,8.336391E-04,3.15182E-03,2.473343E-03,3.08651E-03,1.769986E-03,2.820244E-03,2.074771E-03,5.165894E-05,8.336391E-04,
45630.5101388889,27.0911,1.992216E-02,1.546943E-02,.02031,1.210061E-02,1.854736E-02,1.510617E-02,4.105531E-04,5.557564E-03,1.893895E-02,1.485772E-02,1.925138E-02,1.168212E-02,1.765848E-02,1.448963E-02,3.925218E-04,5.460885E-03,2.980865E-03,2.299122E-03,3.029106E-03,1.788166E-03,2.760937E-03,2.236497E-03,5.780881E-05,8.042541E-04,2.835973E-03,2.208977E-03,2.873102E-03,1.726495E-03,2.629947E-03,2.145641E-03,5.780881E-05,8.042541E-04,
45630.510150463,26.8199,2.170621E-02,1.627547E-02,2.120833E-02,1.319007E-02,1.951061E-02,1.557536E-02,3.900093E-04,5.495387E-03,2.054077E-02,1.559945E-02,2.005591E-02,1.269475E-02,1.852904E-02,1.492079E-02,3.71643E-04,5.391486E-03,3.243771E-03,2.417904E-03,3.161489E-03,1.948715E-03,2.902886E-03,2.30564E-03,5.473388E-05,7.940333E-04,3.072027E-03,2.318282E-03,2.991662E-03,1.875722E-03,2.758237E-03,2.209179E-03,5.473388E-05,7.940333E-04,
45630.510162037,26.9894,2.393952E-02,1.848529E-02,2.199019E-02,1.260665E-02,1.797167E-02,1.649909E-02,4.054432E-04,5.663145E-03,2.252614E-02,1.761764E-02,2.075317E-02,1.215324E-02,1.713615E-02,1.576653E-02,3.841703E-04,5.560648E-03,3.572884E-03,2.743555E-03,3.276707E-03,1.862739E-03,.0026761,2.441765E-03,5.657884E-05,8.189466E-04,3.364601E-03,2.615693E-03,3.094414E-03,1.795921E-03,2.552973E-03,2.333812E-03,5.657884E-05,8.189466E-04,
45630.5101736111,27.0572,1.987214E-02,1.693397E-02,2.039965E-02,1.182783E-02,1.838728E-02,1.519631E-02,3.631698E-04,5.520113E-03,1.889382E-02,1.620318E-02,1.933183E-02,.0114276,1.751339E-02,1.457255E-02,3.465884E-04,5.426186E-03,2.973493E-03,2.514944E-03,3.042318E-03,1.747967E-03,2.737347E-03,2.249781E-03,5.104395E-05,7.991437E-04,2.829323E-03,2.407251E-03,2.884958E-03,1.688988E-03,2.608565E-03,2.15786E-03,5.104395E-05,7.991437E-04,
45630.5101851852,26.87075,2.069916E-02,1.700937E-02,1.956451E-02,1.149177E-02,1.817937E-02,.0142789,4.117776E-04,5.667434E-03,1.963834E-02,1.627218E-02,1.858093E-02,1.111352E-02,1.732477E-02,1.372681E-02,3.925218E-04,5.57366E-03,3.095367E-03,2.526055E-03,2.919247E-03,1.698444E-03,2.706707E-03,2.114586E-03,5.780881E-05,8.20863E-04,2.939039E-03,2.417419E-03,2.774302E-03,1.642704E-03,2.580769E-03,2.033227E-03,5.780881E-05,8.20863E-04,
45630.5101967593,26.786,1.907344E-02,1.558171E-02,2.033988E-02,1.114479E-02,1.747729E-02,.0135446,4.232538E-04,5.497121E-03,1.817187E-02,1.496122E-02,1.927819E-02,1.078861E-02,1.668636E-02,.0130469,4.050492E-04,5.408836E-03,2.855792E-03,2.315667E-03,3.033509E-03,1.647311E-03,2.603246E-03,2.006376E-03,5.965378E-05,7.965885E-04,2.722933E-03,2.224229E-03,2.877054E-03,1.594823E-03,2.486689E-03,1.933032E-03,5.965378E-05,7.965885E-04,
45630.5102083333,26.9216,.0196222,1.627547E-02,2.090843E-02,1.105237E-02,1.688886E-02,1.345525E-02,3.977096E-04,5.487582E-03,1.866821E-02,1.559945E-02,1.978773E-02,1.070197E-02,1.614951E-02,1.296398E-02,3.799946E-04,5.400161E-03,2.936661E-03,2.417904E-03,3.117294E-03,1.633692E-03,2.516532E-03,1.993209E-03,5.596385E-05,7.953109E-04,2.796076E-03,2.318282E-03,2.952142E-03,1.582055E-03,2.407577E-03,1.920813E-03,5.596385E-05,7.953109E-04,
45630.5102199074,26.76905,1.877475E-02,.015133,.0200413,1.242618E-02,1.579626E-02,1.272417E-02,4.18486E-04,5.50713E-03,1.790114E-02,1.454723E-02,1.901002E-02,1.198537E-02,1.514837E-02,1.228407E-02,4.008734E-04,5.408836E-03,2.811776E-03,2.249542E-03,2.989509E-03,1.836143E-03,2.35552E-03,1.885473E-03,5.903879E-05,7.965885E-04,2.683036E-03,2.163222E-03,2.837534E-03,1.771183E-03,2.260044E-03,1.820618E-03,5.903879E-05,7.965885E-04,
45630.5102314815,26.93855,1.862558E-02,1.494633E-02,1.820019E-02,1.008203E-02,1.631804E-02,1.249296E-02,4.008748E-04,5.312716E-03,1.776578E-02,1.437474E-02,1.734732E-02,9.78951E-03,1.562718E-02,1.206849E-02,3.841703E-04,5.235337E-03,2.789793E-03,2.222035E-03,2.718194E-03,1.490698E-03,2.432412E-03,1.851401E-03,5.657884E-05,7.710363E-04,2.663088E-03,2.137802E-03,2.59251E-03,1.44759E-03,2.330603E-03,1.788849E-03,5.657884E-05,7.710363E-04,
45630.5102430556,26.7182,1.870015E-02,1.455492E-02,1.902951E-02,1.071201E-02,1.519717E-02,1.277757E-02,3.658659E-04,5.436457E-03,1.783346E-02,.0140125,1.809822E-02,1.038247E-02,1.459702E-02,1.233382E-02,3.507642E-04,5.352449E-03,2.800783E-03,2.164354E-03,2.840407E-03,1.583534E-03,2.267234E-03,1.893342E-03,5.165894E-05,7.882841E-04,2.673062E-03,2.08442E-03,2.703166E-03,1.534972E-03,2.178793E-03,1.827949E-03,5.165894E-05,7.882841E-04,
45630.5102546296,26.76905,1.874988E-02,1.479713E-02,1.828888E-02,1.060829E-02,1.698416E-02,1.322313E-02,3.660043E-04,5.25505E-03,1.787858E-02,1.423674E-02,1.742777E-02,.010285,1.623657E-02,.0127484,3.507642E-04,5.174612E-03,2.808111E-03,2.200048E-03,2.731263E-03,1.568251E-03,2.530576E-03,1.959003E-03,5.165894E-05,7.620931E-04,2.679712E-03,2.117466E-03,2.604366E-03,1.520608E-03,2.420406E-03,1.889044E-03,5.165894E-05,7.620931E-04,
45630.5102662037,26.90465,2.067405E-02,1.716024E-02,1.799341E-02,1.128639E-02,1.653983E-02,1.370554E-02,3.636494E-04,5.149906E-03,1.961577E-02,1.641018E-02,.0171596,1.092128E-02,1.583031E-02,1.319615E-02,3.465884E-04,5.066175E-03,3.091667E-03,2.548289E-03,2.687722E-03,1.668178E-03,2.465096E-03,2.030093E-03,5.104395E-05,7.46123E-04,2.935714E-03,2.437755E-03,2.564846E-03,1.614374E-03,2.360538E-03,1.955026E-03,5.104395E-05,7.46123E-04,
45630.5102777778,26.87075,1.862558E-02,1.517035E-02,2.196006E-02,1.527943E-02,1.603326E-02,1.400992E-02,3.399706E-04,5.418377E-03,1.776578E-02,1.458173E-02,2.072635E-02,1.461985E-02,1.536601E-02,1.347806E-02,3.257096E-04,5.300399E-03,2.789793E-03,2.255047E-03,3.272268E-03,2.256615E-03,2.390446E-03,2.074948E-03,4.796902E-05,7.806184E-04,2.663088E-03,2.168306E-03,3.090461E-03,2.159415E-03,2.292116E-03,1.99657E-03,4.796902E-05,7.806184E-04,
45630.5102893518,27.0572,.0216305,1.667031E-02,.0190592,1.215937E-02,1.755695E-02,1.341952E-02,3.682498E-04,5.403514E-03,2.047309E-02,1.596169E-02,1.812503E-02,1.173689E-02,.0167589,1.293081E-02,3.507642E-04,5.309074E-03,3.232615E-03,2.476089E-03,2.844781E-03,1.796826E-03,2.614985E-03,1.987944E-03,5.165894E-05,7.81896E-04,3.062053E-03,2.371664E-03,2.707118E-03,1.734566E-03,2.49738E-03,1.915925E-03,5.165894E-05,7.81896E-04,
45630.5103009259,27.1589,.0208499,1.928454E-02,1.882185E-02,1.102927E-02,1.625472E-02,1.272417E-02,3.910815E-04,5.38162E-03,.0197737,1.834212E-02,1.791049E-02,1.068031E-02,1.556914E-02,1.228407E-02,3.71643E-04,5.296061E-03,3.117581E-03,2.861336E-03,2.809805E-03,1.630288E-03,2.423081E-03,1.885473E-03,5.473388E-05,7.799796E-04,2.958987E-03,2.722456E-03,2.675502E-03,1.578863E-03,2.322051E-03,1.820618E-03,5.473388E-05,7.799796E-04,
45630.5103125,26.97245,1.773289E-02,.0142944,1.837761E-02,1.081001E-02,1.687298E-02,1.322313E-02,3.261459E-04,5.318251E-03,1.695358E-02,1.377101E-02,1.750823E-02,1.047453E-02,.016135,.0127484,3.131823E-04,5.235337E-03,2.658242E-03,2.125963E-03,2.744338E-03,1.597976E-03,2.514192E-03,1.959003E-03,4.612405E-05,7.710363E-04,2.543399E-03,2.048833E-03,2.616222E-03,1.548538E-03,2.405439E-03,1.889044E-03,4.612405E-05,7.710363E-04,
45630.5103240741,26.786,1.949735E-02,1.697166E-02,1.808201E-02,1.074659E-02,1.647643E-02,1.381291E-02,4.198693E-04,5.432319E-03,1.855541E-02,1.623768E-02,1.724005E-02,1.041496E-02,1.577227E-02,1.329564E-02,4.008734E-04,5.348111E-03,2.918262E-03,2.520499E-03,2.700777E-03,1.58863E-03,2.455754E-03,2.045916E-03,5.903879E-05,7.876452E-04,2.779453E-03,2.412335E-03,2.576702E-03,1.53976E-03,2.351985E-03,1.969689E-03,5.903879E-05,7.876452E-04,
45630.5103356481,26.8199,1.877475E-02,1.537592E-02,1.855518E-02,1.092249E-02,1.696828E-02,1.313393E-02,4.098962E-04,5.416056E-03,1.790114E-02,1.477148E-02,1.766913E-02,1.058013E-02,1.622206E-02,1.266548E-02,3.925218E-04,5.330761E-03,2.811776E-03,2.285341E-03,2.770507E-03,1.614553E-03,2.528235E-03,1.945858E-03,5.780881E-05,7.8509E-04,2.683036E-03,2.196267E-03,2.639934E-03,.0015641,2.418268E-03,1.876825E-03,5.780881E-05,7.8509E-04,
45630.5103472222,26.8199,1.862558E-02,1.496499E-02,1.772788E-02,1.082154E-02,1.582784E-02,1.235082E-02,3.878121E-04,5.031932E-03,1.776578E-02,1.439199E-02,1.691824E-02,1.048536E-02,1.517739E-02,1.193583E-02,3.71643E-04,4.953401E-03,2.789793E-03,2.224785E-03,2.648591E-03,1.599676E-03,2.360174E-03,1.830455E-03,5.473388E-05,7.295141E-04,2.663088E-03,2.140344E-03,2.529278E-03,1.550134E-03,2.26432E-03,1.769298E-03,5.473388E-05,7.295141E-04,
45630.5103587963,27.0572,1.954728E-02,1.561915E-02,1.834803E-02,1.120546E-02,1.612814E-02,1.336594E-02,3.755036E-04,5.003827E-03,1.860053E-02,1.499572E-02,1.748141E-02,1.084547E-02,1.545307E-02,1.288106E-02,3.591157E-04,4.923038E-03,2.92562E-03,2.321184E-03,2.739979E-03,1.656252E-03,2.404428E-03,1.980048E-03,5.288891E-05,7.250424E-04,2.786102E-03,2.229313E-03,2.61227E-03,1.603202E-03,2.304945E-03,1.908594E-03,5.288891E-05,7.250424E-04,
45630.5103703704,26.83685,1.775763E-02,1.392284E-02,1.705094E-02,1.093115E-02,1.544919E-02,1.206687E-02,4.085853E-04,5.134079E-03,1.697614E-02,1.342602E-02,1.630143E-02,1.058825E-02,1.482917E-02,1.167049E-02,3.925218E-04,5.053163E-03,2.661888E-03,2.071208E-03,2.548833E-03,1.615828E-03,2.304374E-03,1.78861E-03,5.780881E-05,7.442065E-04,2.546723E-03,1.997993E-03,2.438382E-03,1.565297E-03,2.213004E-03,1.730198E-03,5.780881E-05,7.442065E-04,
45630.5103819444,26.63345,1.785663E-02,.014313,.0172273,1.036366E-02,1.571733E-02,1.290222E-02,4.17544E-04,5.222389E-03,1.706639E-02,1.378826E-02,1.646234E-02,1.005485E-02,1.507582E-02,.0124499,4.008734E-04,5.14425E-03,2.676477E-03,2.128704E-03,2.574823E-03,.0015322,2.343888E-03,1.911711E-03,5.903879E-05,7.576214E-04,2.560022E-03,2.051375E-03,2.462094E-03,1.486693E-03,2.249353E-03,1.845056E-03,5.903879E-05,7.576214E-04,
45630.5103935185,26.76905,1.835238E-02,1.408996E-02,1.834803E-02,1.062557E-02,1.644474E-02,1.229755E-02,4.089899E-04,4.982069E-03,.0175176,1.358126E-02,1.748141E-02,1.030124E-02,1.574325E-02,1.188608E-02,3.925218E-04,4.905688E-03,2.749534E-03,2.095835E-03,2.739979E-03,1.570797E-03,2.451084E-03,1.822604E-03,5.780881E-05,7.224872E-04,2.626516E-03,2.020871E-03,2.61227E-03,1.523002E-03,2.347709E-03,1.761967E-03,5.780881E-05,7.224872E-04,
45630.5104050926,26.8877,1.857588E-02,1.412712E-02,1.731554E-02,1.012511E-02,.0156542,1.261742E-02,4.004233E-04,5.01812E-03,1.772065E-02,1.361576E-02,1.654279E-02,9.830124E-03,1.501779E-02,1.218457E-02,3.841703E-04,4.944725E-03,2.782469E-03,2.101311E-03,2.587827E-03,1.497046E-03,2.334586E-03,1.869742E-03,5.657884E-05,7.282365E-04,2.656439E-03,2.025955E-03,2.47395E-03,1.453575E-03,.0022408,1.805955E-03,5.657884E-05,7.282365E-04,
45630.5104166667,26.9555,1.860073E-02,1.531983E-02,1.790486E-02,1.100618E-02,1.619142E-02,1.279537E-02,3.92337E-04,5.121406E-03,1.774321E-02,1.471973E-02,1.707914E-02,1.065865E-02,.0155111,.0123504,3.758188E-04,5.04015E-03,2.786131E-03,2.277076E-03,2.674672E-03,1.626885E-03,2.413753E-03,1.895965E-03,5.534886E-05,7.422902E-04,2.659763E-03,2.188641E-03,2.55299E-03,1.575671E-03,2.313498E-03,1.830393E-03,5.534886E-05,7.422902E-04,
45630.5104282407,26.8877,1.800523E-02,1.475985E-02,.0190592,1.017107E-02,1.620724E-02,1.272417E-02,3.395167E-04,5.234155E-03,1.720175E-02,1.420224E-02,1.812503E-02,9.873445E-03,1.552561E-02,1.228407E-02,3.257096E-04,5.157262E-03,2.698375E-03,2.194553E-03,2.844781E-03,1.503819E-03,2.416085E-03,1.885473E-03,4.796902E-05,7.595379E-04,2.579971E-03,2.112382E-03,2.707118E-03,1.459959E-03,2.315636E-03,1.820618E-03,4.796902E-05,7.595379E-04,
45630.5104398148,26.73515,1.783188E-02,1.410854E-02,1.778685E-02,1.049601E-02,1.978438E-02,1.329452E-02,3.695903E-04,5.232186E-03,1.704383E-02,1.359851E-02,1.697187E-02,.0101794,.0187757,1.281473E-02,3.5494E-04,5.152924E-03,2.672829E-03,2.098573E-03,2.657282E-03,1.551704E-03,2.943231E-03,1.969523E-03,5.227393E-05,7.58899E-04,2.556698E-03,2.023413E-03,2.537182E-03,1.505047E-03,2.794586E-03,1.898819E-03,5.227393E-05,7.58899E-04,
45630.5104513889,26.93855,1.825313E-02,1.481577E-02,1.778685E-02,1.098886E-02,1.540191E-02,1.297348E-02,3.744866E-04,5.108058E-03,1.742736E-02,1.425399E-02,1.697187E-02,.0106424,1.478564E-02,1.251624E-02,3.591157E-04,5.027138E-03,2.734908E-03,2.202795E-03,2.657282E-03,1.624333E-03,2.297407E-03,1.922214E-03,5.288891E-05,7.403737E-04,2.613218E-03,2.120008E-03,2.537182E-03,1.573277E-03,2.20659E-03,1.854831E-03,5.288891E-05,7.403737E-04,
45630.510462963,26.8877,1.783188E-02,1.375587E-02,1.825931E-02,.0103838,1.560687E-02,1.231531E-02,4.215743E-04,5.209329E-03,1.704383E-02,1.327077E-02,1.740096E-02,1.007381E-02,1.497426E-02,1.190266E-02,4.050492E-04,5.131237E-03,2.672829E-03,2.046602E-03,2.726906E-03,1.535167E-03,2.327611E-03,1.825221E-03,5.965378E-05,7.557051E-04,2.556698E-03,1.975115E-03,2.600414E-03,1.489486E-03,2.234386E-03,1.764411E-03,5.965378E-05,7.557051E-04,
45630.510474537,26.83685,1.748564E-02,.0136261,1.817064E-02,1.174085E-02,1.522865E-02,1.247519E-02,4.082829E-04,5.069406E-03,1.672797E-02,1.315003E-02,.0173205,1.134637E-02,1.462604E-02,1.205191E-02,3.925218E-04,4.983763E-03,2.621805E-03,2.027479E-03,2.713838E-03,1.735151E-03,2.271874E-03,1.848782E-03,5.780881E-05,7.339857E-04,2.510152E-03,1.957322E-03,2.588558E-03,1.677018E-03,2.18307E-03,1.786405E-03,5.780881E-05,7.339857E-04,
